domain,Char_clean,Words_clean,Tokens
oceansales.fi,111,20,21
oceanvolt.com,1472,226,241
ochenk.com,51,10,11
ociusnetgroup.com,1554,235,265
ocoholding.com,1232,184,190
ocotec.fi,32,6,6
ocricom.com,438,78,82
ocsoil.fi,993,148,296
octfin.fi,56,10,10
oculus.fi,366,68,71
oddfunkrecords.com,3812,686,853
oddlatent.com,7690,1273,1312
oddsreactor.com,1873,280,290
odininpaja.fi,42,10,10
oek.fi,94,15,15
oeksound.com,413,63,78
ofcare.fi,68,9,10
oferamir.com,2132,359,368
offcode.fi,2485,400,429
officeutano.fi,32,6,6
ogoship.com,6372,1041,1082
ogu44.com,11922,2108,2250
ohdakestudio.com,2327,419,454
ohite.biz,1667,271,286
ohjelma-akseli.com,1316,199,220
ohjelmointikoulutus.fi,102,20,20
oikeus.ai,1510,243,249
oikisluotsi.fi,115,23,23
oikoa.com,190,30,33
oilcenter.fi,1053,162,298
oilset.fi,32,6,6
oiltanking.com,1038,156,171
oioi.fi,249,36,44
oitec.fi,1805,261,281
oivahealth.com,2827,416,432
oivaltamo.fi,83,12,13
oivan.com,4025,594,642
oivanginlomakartano.fi,27,6,6
ojalanojankaivuu.fi,71,14,14
ojc-consulting.com,4010,596,651
okazzo.eu,198,31,33
okki.fi,10615,1670,1842
okmd.fi,464,65,65
okpress.fi,30,4,7
oladesign.fi,931,146,152
olakino.fi,7858,1254,1413
olana.fi,48,9,13
olbaid.fi,111,20,21
oldpinehusky.com,93,14,21
oldtown.fi,511,92,98
oleihmisiksi.fi,71,13,13
oliivitukku.com,202,39,41
olirit.com,202,39,41
olivers-inn.fi,65,9,13
oliviaklein.fi,171,27,28
ollakseen.fi,155,25,27
ollidev.com,1639,261,308
olmarketing.fi,101,21,21
olo.space,1534,263,295
olof.fi,3023,464,521
olohuonerecords.com,2512,384,450
olomusic.fi,335,64,66
olpak.fi,2359,377,397
olsson-koskinen.eu,545,77,82
oltermanni.fi,71,13,13
omaishoitajat.com,152,26,28
omarandjohanna.com,8438,1469,1598
omarkraidie.com,358,66,68
omataival.fi,71,13,13
omatka.fi,189,25,28
ombord.co,1154,168,216
omegapoint.online,182,28,30
omen.fi,286,46,48
omf.fi,23,3,4
omni.audio,1017,141,148
omnia-voice.com,3169,491,512
omoroi.fi,886,129,138
omya.com,318,51,53
onboardsolution.com,101,17,17
oncarbon.app,102,20,20
onearchitects.fi,1583,251,291
oneclicklca.com,4369,633,703
onedayinhelsinki.com,32,6,6
onedesire.net,4880,753,807
oneeyedspirits.com,6139,1036,1137
oneio.cloud,15060,2384,2707
oneirostherapies.com,1431,209,224
onemoretask.io,55,14,16
onepintpub.com,468,82,91
onerva.pictures,1603,251,293
onescon.fi,447,83,86
onesecondai.com,5609,881,909
onestream.live,145,29,31
onestreamsoftware.com,3226,467,509
onet.fi,131,33,36
onetrick.games,307,51,63
oneviolin.com,984,164,189
ongluon.fi,2954,438,490
onitfilms.com,80,14,16
onitio.com,4168,683,717
onkojewellery.com,73,14,15
onnelapsychology.com.au,202,39,41
onniaaltonen.com,40,6,8
onnibio.com,4890,798,861
onnikon.fi,171,27,28
onninen.fi,171,27,28
onnivations.fi,41,6,8
onodrim.net,31,4,4
onsemi.com,877,129,141
ontime.fi,1546,224,264
onward.fi,88,12,12
oocl.com,171,27,28
oohlaa.fi,597,106,115
ookoohko.com,1078,205,225
oomzee.com,4087,561,606
ooni.com,80,15,17
oopeaa.com,1235,199,223
open-xchange.com,1455,216,216
opencomp.fi,179,28,28
opencreativehouse.com,202,39,41
openfactory.net,337,61,61
openlife.cc,108,23,25
openocean.vc,533,82,85
openpos.tech,5301,810,821
openshoressaimaa.com,430,72,73
opinta.io,2855,463,470
opmadvisory.com,69,9,11
opp.fi,94,15,15
oppi.ai,1678,287,312
optenni.com,912,141,171
opteon.fi,46,8,8
optikpi.com,7579,1149,1277
optimalsolutions.fi,1612,223,232
optimanext.com,2813,466,480
optimittaus.fi,32,6,6
optimusmaximus.com,313,38,39
optinova.com,1696,269,291
optiradia.com,32,6,6
optishake.info,1630,256,271
optitune.com,88,15,15
optofidelity.com,2155,341,374
optolead.fi,49,9,9
opusarcticus.fi,22,4,4
opusnordic.com,55,9,12
orbissystems.eu,151,26,29
ordbord.com,1134,187,265
order-it.fi,2536,484,497
orderbeez.com,118,21,21
ordinatrum.fi,101,17,17
oreatec.fi,71,13,13
organon.com,2737,433,442
orientalnordic.fi,202,39,41
orientalxpress.eu,2275,400,407
orientrade.net,1688,237,248
oriflame.com,241,35,60
originaali.fi,170,25,47
originalminds.co,3434,539,549
originbyocean.com,172,27,31
origodesign.fi,32,6,6
orisolution.com,2582,462,510
orkestr.io,20,3,5
orthokonsult.fi,46,8,8
ortopeditekniikka.fi,26,6,6
osaamo.fi,50,8,8
osaango.com,252,34,35
osaka.fi,810,120,122
oscarravintola.fi,737,122,128
oscilloquartz.com,357,53,65
oseir.com,1300,213,234
oskarisaari.fi,202,39,41
osma.fi,54,6,7
osp.lt,2110,307,357
osram.com,686,101,113
osrent.fi,29,6,6
oss.lt,9904,1517,1691
osteriadeimancini.fi,588,96,127
ostp.biz,2285,364,371
ostracon.ai,2439,412,436
osuuskuntapokka.fi,2748,403,603
osuusradio.fi,142,24,30
otdent.fi,1140,184,199
otf.fi,279,54,56
other.fi,1763,269,322
otherstreams.com,969,165,193
otmgames.com,50,10,10
otrum.com,184,29,31
otsamogeselle.com,164,28,28
otsofy.com,5610,956,1016
otsowoods.fi,22,4,4
otto03.net,55,10,10
ottovirtanen.com,768,121,155
ottvi.com,1822,291,305
otx.fi,13158,1850,1915
ouluactionpark.fi,32,6,6
oulunautot.com,92,16,19
oulunkielipalvelut.com,993,145,157
oulunodessa.fi,32,6,6
oulunpalju.fi,47,9,9
ouluntyostokeskus.com,203,29,40
ounasvaara.fi,19672,3109,5145
ouplan.fi,436,70,73
ouragency.io,3282,499,503
ouraniorecordings.com,71,13,13
ourmind.fi,1344,228,236
outbackwrap.com,1037,162,180
outdoor.fit,134,25,25
outdoorartisans.fi,1746,277,321
outdoorpoint.com,17,5,5
outilespyy.com,1089,191,191
outlinestudios.org,43,7,7
outnetstore.fi,66,12,14
outotec.com,1516,231,287
oval.fi,93,20,22
ovela.io,954,157,161
overmarkbnb.fi,1306,233,239
ovoro.com,668,105,109
ownwell.fi,616,93,97
ox2.com,1040,172,174
oyab.co,159,21,22
oysti.fi,180,29,31
oytatco.com,225,34,41
p11.co,5648,858,891
p3nsionbook.com,3708,625,650
paajes.fi,816,130,152
paakkonenoy.fi,218,37,37
paasivirta.com,897,121,131
paatytuote.com,1605,251,263
paavolagroup.fi,32,6,6
paavotamminen.com,56,9,15
pace.sport,225,34,34
pacedmedia.com,18,4,5
pacioli.fi,49,9,9
padadise.com,2035,348,407
padel-global.fi,95,13,14
padelmaestro.fi,234,41,45
padelpark.fi,454,80,81
padelpasion.fi,85,13,15
padelution.com,102,15,20
pahakurki.fi,504,83,144
paijanboats.com,7008,1191,1388
paijanne-sahko.fi,180,28,53
paimelanranch.fi,83,12,13
painehuolto.fi,23,3,7
painepesu.fi,180,29,30
paitatehdas.fi,93,17,17
paivaniemen.fi,44,8,11
paivi.fi,180,29,30
paivipentikainen.fi,202,39,41
pajatsalo-portti.fi,170,25,47
pajulintu.fi,32,6,6
paket.is,508,95,99
paketboden.fi,66,10,14
pakohuonetarina.fi,27049,4790,5457
palance.co,4331,703,748
palavana.fi,284,46,48
palfinland.com,1894,295,336
palkaneenvalokuitu.fi,202,39,41
palkkaguru.fi,2961,496,551
palletmaster.fi,1198,167,199
palletower.com,195,27,27
palmroth.com,182,29,37
palmsventures.fi,2125,324,352
palmulandia.com,6234,1063,1171
paloma.fi,181,35,36
paloman.fi,100,14,14
paloproductions.com,219,38,38
palpa.fi,8042,1189,1851
palscan.com,52,9,9
palvelulahjaksi.fi,75,14,16
paminne.fi,32,6,6
pamko.fi,202,39,41
panasoft.fi,1103,171,184
pandatron.ai,3837,542,587
pandox.com,74,13,15
panic.fi,63,11,11
panicartstudios.com,608,112,115
panimo51.fi,30,6,6
panphonics.fi,5595,869,977
panssaripaja.fi,78,14,14
pantsbear.com,488,83,87
panuaaltio.com,1711,292,343
panusavolainen.com,26,6,6
paperboardstudio.com,384,53,53
paperihattu.com,52,8,9
paptic.com,1854,279,301
papula-nevinpat.com,2091,325,338
papurino.com,544,100,110
papyrus.com,158,28,28
paradigm.fi,740,128,141
paramatrix.io,1480,227,249
paraportalapp.com,742,122,139
parasaqua.com,293,41,46
parasuni.fi,32,6,6
parcelcube.com,9749,1533,1709
parcelsea.com,8515,1388,1488
pareiks.fi,113,20,20
parellon.com,81,15,15
paretosec.com,367,61,63
paretosoftware.fi,2697,408,436
parexocrafts.com,2144,329,376
parinet.fi,100,14,14
paris-helsinki.fi,10380,1627,1897
parkingenergy.com,71,13,13
parklet.fi,202,39,41
parkplacetechnologies.com,2239,322,341
parkstory.com,2909,464,521
parmance.com,766,121,123
parmarine.fi,40,4,4
parra.fi,71,13,13
partagames.com,1413,225,256
partel.fi,1266,192,195
parttimemonkey.com,52,10,11
parturikampaamomp.com,71,13,13
parturilulu.fi,1275,231,235
partybugs.com,215,33,37
parvi.net,238,42,51
parvicollective.com,274,51,53
parx.space,87,16,16
pasimanninen.fi,273,38,82
passilabicycles.com,277,50,60
passionforchallenges.com,1186,188,202
pastanjauhantaa.com,38,9,9
pasternack.fi,23,3,5
pastis.fi,37,5,5
pata.fi,564,99,104
patenttikonsultointi.com,1904,296,328
paterpartner.fi,32,6,6
pathmode.io,260,39,42
patria.fi,1384,207,219
patternsfrom.fi,1936,312,327
pau-ladesign.com,4932,778,1083
pau.haus,159,30,34
paulakupiainen.fi,71,13,13
paullindroos.com,71,13,13
pavparadise.fi,4046,709,818
pawfect-grooming.com,1492,233,243
payiq.net,1563,252,265
paypeanuts.com,571,99,105
pcbconnect.fi,1702,276,278
pdc.ax,3628,564,689
pdsvision.fi,1380,211,212
peabud.org,613,82,98
peace.fi,50,12,14
peacespace.co,52,9,12
peak.fi,2894,467,535
peasy.fi,237,29,29
peca.fi,22,4,4
pedanow.com,635,97,111
peelamusic.com,142,26,29
pegasor.fi,1472,207,229
peiju.fi,202,39,41
peikonmarja.wixsite.com,1869,279,290
pekkamettala.com,202,39,41
pekkapiippo.fi,2374,320,435
pekkasalmela.fi,84,8,31
pekkasuominen.com,185,34,38
pelagobicycles.com,10235,1613,2037
peliogames.com,1651,284,305
pelipeikko.fi,1823,268,399
pelloco.fi,87,16,16
peltaco.com,3167,534,567
peltin.fi,1153,164,264
pemamek.com,10119,1602,1726
pembridge.fi,538,90,107
pen-sw.fi,967,164,166
pendulum-instruments.com,217,38,44
pennanendesign.fi,1846,268,282
pentonet.com,184,24,25
penttikallio.fi,46,8,8
peoplegeeks.net,1761,283,295
pepron.com,120,19,20
percepthelsinki.com,187,30,32
perceptiveconstructs.com,1950,252,351
perfat.com,2167,320,350
perfectrakennus.fi,106,15,16
performancepower.fi,661,99,124
performandpay.com,600,99,99
performia.com,3740,634,655
perille.fi,653,113,128
persiangrill.com,2466,409,434
personaavatar.com,236,39,41
personik.com,38,8,8
personnel.fi,257,49,49
perspectives.fi,4594,707,785
perstorp.com,1037,160,169
perttumusic.com,608,93,154
perttupolonen.com,5849,829,1407
perttutolvanen.com,71,13,13
peshawar.fi,227,39,46
pesmel.com,507,78,83
pessilevanto.com,111,17,26
pesuhalli.fi,29,6,6
petersandeen.com,5200,895,916
petitions.com,1649,251,298
petjarvenvanhanavetta.com,71,13,13
petratiihonen.fi,119,22,24
petrell.fi,234,41,45
petrijuntunen.com,26,6,6
petscando.com,573,87,123
pettransport.fi,1198,183,291
peuramaagolf.com,156,26,28
peverk.fi,746,121,134
pex.fi,1050,198,202
pg-agency.com,302,44,46
pge.fi,4933,722,743
ph3.fi,748,112,115
pharestrategies.com,248,35,39
pharmacyhousecafe.fi,1266,192,195
pharmafin.com,87,15,15
pharmalex.com,705,104,114
pharmarelations.com,978,133,166
pharmatest.com,198,25,36
phatio.com,1923,345,364
phgconsulting.eu,975,159,171
phisherie.com,60,13,13
phonokis.fi,87,16,16
photino.fi,854,131,157
photomikke.com,26,6,6
photono.fi,799,125,145
photour.fi,46,8,8
physiotools.com,293,45,58
phz.fi,571,86,151
piakempe.com,6114,945,991
piatti.fi,32,6,6
pibo.fi,747,118,123
pibox.com,1177,186,190
piccola.fi,171,34,54
piceasoft.com,4450,639,698
picobrothers.com,1029,178,185
picodelle.com,331,53,55
picotesolutions.com,593,88,100
picturesbylaura.fi,147,28,28
picus.fi,26,6,6
pidro.online,716,114,119
pieceofshape.fi,159,30,34
pietinet.fi,41,6,8
piglo.net,66,12,14
pihalux.fi,530,90,93
pihkaismyname.com,1019,172,212
pihlaja.se,49,9,9
pihlatek.fi,46,8,8
piikkioworks.fi,161,29,29
piilo.co,1949,352,388
piitekno.fi,219,38,38
pikadev.fi,31,4,7
pikapay.fi,222,42,42
pikassos.fi,61,11,11
pikenal.com,55,10,12
pikkirilli.com,87,16,16
pikkua.com,495,87,89
pikkuhau.fi,32,6,6
pikkuna.fi,28,5,5
pikkunet.fi,81,15,15
pikkusyote.fi,87,14,15
pikuliten.fi,1043,194,203
piling.fi,3661,647,710
pilkeoptiikka.fi,106,19,25
pilttuu.fi,436,70,73
pilvitoimisto.fi,27,4,4
pimenoff.fi,29,6,6
pinaoy.fi,391,63,70
pinecone.team,71,13,13
pineline.com,2928,446,466
pinemartenequities.fi,819,123,143
pinja.com,6723,992,1032
pinkfix.fi,71,13,13
pinni.fi,163,25,43
pinora.fi,76,13,13
pinovuo.fi,167,32,53
pintaassat.fi,83,12,13
pintxo.co,40,8,8
pinxinmaki.fi,180,29,30
pioneerherbalfinland.fi,71,13,13
pipecloud.fi,3970,567,655
pipefront.com,3915,688,719
pirkanmaanpainepesu.fi,29,6,6
pirkkahitsi.fi,7979,1034,2303
pirkkalanautokeskus.fi,35,5,5
pirkkomakela.fi,373,46,123
pirpavita.com,652,98,111
pisara.dev,106,14,15
pistoke.fi,71,13,13
pitchingforlife.com,10235,1827,2016
pitkala.fi,1760,311,321
pitopalvelut.fi,170,25,47
pitopalvelutimonen.fi,111,20,21
pivo34.fi,202,39,41
piwatt.fi,3632,582,604
piwetech.fi,32,6,6
pixact.fi,671,91,97
pixart.com,452,72,97
pixduo.com,87,15,16
pixelboy.agency,63,11,12
pixelpress.fi,1109,181,216
pixhill.com,630,100,102
pixmoor.com,222,42,42
pixy.fi,180,29,30
pizzahour.fi,252,39,50
pizzatime.fi,42,8,11
pk-luotto.fi,108,22,22
pk-sahkopalvelut.fi,15111,2537,2728
pkcgroup.com,556,96,103
pkco.fi,181,39,41
pkpirttiry.fi,46,8,8
pkt-visio.com,68,13,13
placetosleep.com,3148,529,563
plainadvisers.com,713,109,117
plakkarit.fi,71,13,13
planaction.fi,234,41,45
planetark.fi,1007,144,150
planetcasemusic.com,87,16,16
planetcompany.com,2747,394,422
planetdiplomats.com,3877,664,683
planetpayment.fi,2745,477,497
planetvideo.fi,202,39,41
planix.fi,855,136,143
planix.group,1178,171,186
planmetry.com,543,88,96
planna.fi,37,5,5
planno.fi,9672,1437,1819
plannords.com,2023,311,320
planny.io,77,10,11
planomar.fi,2340,357,433
planpii.fi,202,39,41
plantagusto.com,5372,806,879
plastiksolutions.com,2008,279,317
plastnost.fi,1275,231,235
platinumart.eu,790,126,130
platonicpartnership.com,2388,398,429
plator.fi,770,119,130
playable.com,1367,199,214
playactivate.fi,735,126,127
playframe.fi,29,6,6
playfulpixels.com,681,105,106
playgroundmusic.fi,147,28,28
playmerce.com,92,15,16
playmoregames.com,2955,523,563
playmystrategy.com,3174,534,567
playnest.games,44,8,9
playstack.com,23,4,4
plazapremiumgroup.com,526,88,90
pleinertpartner.com,1713,260,275
plmgroup.fi,32,6,6
ploki.fi,32,6,6
plots.fi,202,39,41
plug.inc,2212,409,418
plugsurfing.com,488,75,87
plusoneagency.com,32,6,6
plytec.fi,679,109,118
plywoodthisweek.com,3078,444,453
pm-international.fi,1485,249,265
pmb.fi,111,20,21
pmrakennepalvelu.fi,43,7,7
pnch.fi,32,6,6
poapharma.com,2112,318,369
pobre.fi,5008,828,888
pobula.com,202,39,41
poc-denmark.com,5826,893,1016
poclain-hydraulics.com,596,78,88
podimo.fi,182,29,30
podiumscandinavia.com,1009,152,168
poggers.fi,282,56,62
pohdinto.com,5926,926,1024
pohjanpoikakokkaa.fi,71,13,13
pohjantaimi.fi,29,6,6
pohjolankalliotyo.fi,218,37,37
pohjolarak.fi,171,34,55
pohjolarakennus.fi,8513,1146,2350
pohrak.fi,3283,480,730
poiat.com,352,58,65
poike.fi,93,17,27
poimapper.com,708,108,116
pointscale.fi,84,14,20
pointscene.com,1952,303,325
poiqa.com,222,42,42
poiskotoo.fi,65,12,12
polalab.com,32,6,6
polar-racing.com,240,40,40
polar.com,887,121,173
polaranalytics.fi,1200,163,169
polarapex.fi,4535,639,690
polarbait.com,4143,715,748
polarc.fi,220,38,42
polarcreek.fi,930,138,212
polardiesel.fi,108,15,31
polarfox.fi,1094,155,187
polarglucan.com,3460,522,555
polarisvillas.fi,2550,437,498
polarkuu.fi,202,39,41
polarleadershipacademy.com,6920,1011,1038
polarlightstours.fi,3519,547,614
polarm.fi,170,25,47
polarnightenergy.com,1798,274,289
polarpartners.fi,117,19,21
polarprestige.info,2201,348,363
polarsafaris.com,16,4,4
polarspin.com,3498,657,689
polarstartravel.fi,13738,2402,2735
polartalk.com,16,4,4
polartranquil.com,1102,187,210
polemis.fi,202,39,41
polentamusic.com,1850,293,356
polestaradvisory.fi,87,16,16
polkutech.com,140,21,25
pollaripartners.fi,50,10,10
polproduct.nl,1371,211,234
poltronic.fi,407,72,74
polttari.fi,180,29,30
polttopuu-pelletti.fi,581,92,102
polygonalnorth.fi,1613,237,288
polygonoasis.fi,1640,284,306
polygraf.fi,3226,512,762
polymoonofficial.com,71,13,13
polyomed.fi,32,5,8
pongfinity.com,981,178,182
ponkanen.com,452,75,78
ponkila.com,79,13,28
ponsia.fi,2131,313,427
ponsse.com,515,90,93
poolboy.fi,406,56,62
popbuddies.com,205,28,35
popjoy.fi,1187,178,207
popupyogaoulu.com,71,13,13
porevillas.fi,71,13,13
porihoi.fi,32,6,6
porispere.fi,320,56,56
porkka-kuutsa.fi,203,39,41
porogrammer.fi,25,3,5
poromagia.com,31,5,5
portagency.fi,32,6,6
portawebia.com,258,43,43
pos-isannointi.fi,152,26,28
positiveanarchy.com,1018,161,202
positivepartnerships.global,4770,767,805
postcontrol.fi,945,155,175
poster-room.com,628,109,112
posthousetuomi.com,1936,323,363
postnord.fi,171,27,28
potio.fi,5213,764,1131
powerant.net,618,100,108
powerflip.fi,347,67,73
powerofsun.fi,32,6,6
powerun.fi,2423,432,496
powervision.me,252,44,56
poykela.fi,71,13,13
ppe-electrics.fi,93,15,15
ppkuljetuslinja.fi,509,80,84
pplmedia.fi,1366,230,237
pppalvelu.fi,81,15,15
ppsoy.fi,202,39,41
pqr.fi,2806,425,458
practigame.com,1435,247,250
praecentor.com,32,6,6
prami.fi,4172,706,735
prankentertainment.com,532,92,98
pre-owned.fi,85,16,16
precis.com,294,50,55
precisionphage.com,1660,235,274
precordior.com,2699,421,461
predicell.com,97,20,20
predisys.com,4612,667,737
preesens.fi,122,18,33
premedic.fi,603,98,110
premilex.fi,29,6,6
premisol.fi,29,6,6
premiumboard.fi,1085,156,188
premiumkodit.fi,202,39,41
preniel.com,933,162,182
presenceagency.fi,313,50,55
presspoint.fi,171,27,28
prestantia.fi,355,64,67
preventos.fi,3475,503,578
prevex.com,744,124,131
previten.fi,108,22,22
priceff.com,933,149,160
pridor.net,474,62,65
prifina.com,2942,464,471
priimapinnoitus.fi,71,13,13
priimatassi.fi,209,44,49
primatours.fi,416,66,70
primeagency.fi,46,8,8
primecleaning.fi,71,13,13
primehotels.fi,218,37,37
primeo.fi,269,43,59
primepaths.com,3134,431,461
primeproductions.fi,689,112,112
primer.fi,707,86,188
primerdigital.com,1483,202,239
primglobal.fi,2000,318,334
primoceler.com,1269,196,210
prio1.codes,2599,369,400
priorit.io,111,20,21
priorli.com,1757,301,323
prismasonic.com,1522,263,290
privacydesigner.com,3448,513,533
privaon.com,1048,163,174
privatemediator.fi,458,71,84
privateskies.fi,962,159,160
privumstore.com,66,12,14
prnoy.eu,28,4,6
pro-asunnot.fi,37,5,5
pro-rakennus.fi,43,7,7
proamtec.com,1514,249,277
proaudiolight.fi,391,63,70
probalance.fi,133,20,36
probeos.fi,78,14,14
proboost.fi,295,47,64
procaravan.fi,20251,2537,5917
procare.fi,87,18,18
procerta.fi,185,40,43
proclassic.fi,25,4,6
procons.fi,2591,413,438
procurum.fi,32,6,6
prodire.fi,181,35,36
prodomus.fi,176,35,57
produage.fi,71,13,13
produal.com,1965,280,313
productengineer.fi,541,85,98
proentertainment.fi,40,8,8
proevent.ax,26,6,6
proextra.fi,87,16,16
profamoy.fi,29,6,6
profarm.org,1749,253,270
profco.com,852,128,150
profetia.io,103,15,18
profides.fi,43,7,7
profied.fi,202,39,41
profilence.com,4047,624,635
profitas.fi,71,13,13
profixit.fi,100,14,14
profon.fi,32,6,6
profoundphysics.com,1273,208,221
progear.net,50,9,11
prohorsefit.com,454,80,81
projecteamit.com,771,122,127
projectmiracle.space,5108,859,898
projeesi.fi,32,6,6
projektistudio.fi,203,39,41
prolingua.fi,29,6,6
promaoy.fi,100,14,14
promarine.fi,677,101,113
promilless.com,2458,410,450
promo-pop.com,2508,408,429
promoco.fi,202,39,41
promohaapoja.com,131,23,26
promolior.com,1099,182,203
promorepublic.com,234,35,36
promoteq.com,1427,220,235
promox.fi,111,20,21
prondea.fi,1364,195,230
proofmedia.fi,5196,819,861
propcon.fi,22,4,4
propellerhat.co,71,13,13
propeople.fi,26,6,6
propulco.com,770,111,116
proques.fi,115,22,25
prorappaus.fi,22,4,4
proraut.io,79,12,14
pros.fi,276,53,58
prospector.fi,171,27,28
prostarlog.com,5458,1002,1048
prostore.fi,180,29,30
proteins1.com,739,108,116
protempore.fi,58,10,10
protilaratkaisut.fi,39,7,11
protohouse.fi,71,13,13
protolab.fi,278,44,57
protorhino.com,603,86,95
protosdemos.com,55,5,8
prototape.fi,1994,313,323
provance.ai,3925,603,645
provator.fi,656,104,109
proventuri.eu,1944,289,311
proverse.ai,2600,367,404
provetek.fi,174,35,56
provicor.com,849,126,136
provimon.com,202,39,41
provinssi.fi,53,9,9
provisenergy.com,30,4,4
proviter.fi,1316,213,243
provolitans.com,8110,1340,1458
prowellness.com,1475,228,241
proximi.io,90,13,13
proxion.fi,171,27,28
psydata.fi,302,40,45
psydeco.com,71,13,13
psyketta.fi,1266,192,192
psykobaari.fi,202,39,41
psyongames.com,71,13,13
psystems-ky.com,222,42,44
