domain,path,chars,bytes,words,lines
grouppro.fi,scraped/grouppro.fi.txt,887,919,84,10
groupvaattovaara.fi,scraped/groupvaattovaara.fi.txt,2314,2386,254,22
grovemedia.fi,scraped/grovemedia.fi.txt,117,123,15,4
groveranta.fi,scraped/groveranta.fi.txt,2274,2351,244,24
grow.fi,scraped/grow.fi.txt,148,148,19,2
growberries.com,scraped/growberries.com.txt,2846,2866,462,39
growflow.fi,scraped/growflow.fi.txt,752,771,77,5
growico.fi,scraped/growico.fi.txt,51,51,8,1
growly.pro,scraped/growly.pro.txt,1693,1747,181,21
growpetence.com,scraped/growpetence.com.txt,3091,3125,486,27
growstage.de,scraped/growstage.de.txt,4872,4937,608,49
growstep.fi,scraped/growstep.fi.txt,1100,1142,129,12
growth-trigger.fi,scraped/growth-trigger.fi.txt,8035,8270,903,98
growthdiscovery.io,scraped/growthdiscovery.io.txt,35,35,5,2
growthfactor.fi,scraped/growthfactor.fi.txt,51,51,8,1
growthfusionadvisors.com,scraped/growthfusionadvisors.com.txt,1180,1180,177,11
growthhacking.fi,scraped/growthhacking.fi.txt,7644,7762,1205,142
growthlab.fi,scraped/growthlab.fi.txt,1203,1285,139,14
growthmarketing.fi,scraped/growthmarketing.fi.txt,1850,1897,197,14
growthresilience.com,scraped/growthresilience.com.txt,3848,3906,615,95
growz.fi,scraped/growz.fi.txt,4828,4970,495,36
grumblo.com,scraped/grumblo.com.txt,1975,1986,327,28
grundium.com,scraped/grundium.com.txt,13513,13588,1858,68
grundlage.fi,scraped/grundlage.fi.txt,7843,8185,806,56
grundo.fi,scraped/grundo.fi.txt,90,90,16,2
grutech.fi,scraped/grutech.fi.txt,644,659,75,12
gruupperi.com,scraped/gruupperi.com.txt,43,44,5,1
grw.fi,scraped/grw.fi.txt,41,41,8,2
grxfamily.com,scraped/grxfamily.com.txt,1064,1103,121,9
grym.fi,scraped/grym.fi.txt,6553,6867,752,36
gryningen.fi,scraped/gryningen.fi.txt,51,51,8,1
grynoy.fi,scraped/grynoy.fi.txt,5974,6373,791,127
gsb.fi,scraped/gsb.fi.txt,143,143,20,3
gsbalance.com,scraped/gsbalance.com.txt,3015,3017,460,11
gscertification.com,scraped/gscertification.com.txt,51,51,8,1
gsdnordic.com,scraped/gsdnordic.com.txt,2138,2258,215,31
gsgroup.fi,scraped/gsgroup.fi.txt,822,842,80,9
gsgroupfinland.fi,scraped/gsgroupfinland.fi.txt,1182,1184,169,30
gshealth.fi,scraped/gshealth.fi.txt,5220,5464,555,49
gsp.fi,scraped/gsp.fi.txt,1265,1291,120,4
gsvisannointi.com,scraped/gsvisannointi.com.txt,1255,1328,128,14
gt-katsastus.fi,scraped/gt-katsastus.fi.txt,2552,2727,325,56
gt-pc.fi,scraped/gt-pc.fi.txt,2651,2772,315,49
gt-tili.fi,scraped/gt-tili.fi.txt,2734,2831,299,38
gt3cup.fi,scraped/gt3cup.fi.txt,1146,1149,181,7
gtc.ee,scraped/gtc.ee.txt,232,232,34,2
gtdnordic.fi,scraped/gtdnordic.fi.txt,773,804,86,15
gtfinance.fi,scraped/gtfinance.fi.txt,161,168,19,5
gtm.guide,scraped/gtm.guide.txt,1590,1594,243,6
gtp.fi,scraped/gtp.fi.txt,631,641,72,12
gtsoft.fi,scraped/gtsoft.fi.txt,103,103,14,6
gtt.net,scraped/gtt.net.txt,5940,5962,810,98
gtwgroup.fi,scraped/gtwgroup.fi.txt,2252,2335,251,34
guagua.fi,scraped/guagua.fi.txt,1502,1503,217,17
guardian.fi,scraped/guardian.fi.txt,132,139,17,3
guavaproductions.fi,scraped/guavaproductions.fi.txt,2112,2175,227,20
gubbe.io,scraped/gubbe.io.txt,4472,4690,491,53
gudrid.fi,scraped/gudrid.fi.txt,66,66,12,3
gufoworks.com,scraped/gufoworks.com.txt,3009,3162,342,44
gugguu.com,scraped/gugguu.com.txt,1757,1820,213,26
gugmadecor.com,scraped/gugmadecor.com.txt,1753,1811,173,20
guida.fi,scraped/guida.fi.txt,547,566,55,8
guidevision.fi,scraped/guidevision.fi.txt,2043,2047,262,29
guidin.com,scraped/guidin.com.txt,2409,2515,284,32
guinot.fi,scraped/guinot.fi.txt,2256,2311,272,44
gukko.fi,scraped/gukko.fi.txt,1522,1543,147,23
gulffflyfishing.com,scraped/gulffflyfishing.com.txt,13,13,1,1
gulfhonkavaara.fi,scraped/gulfhonkavaara.fi.txt,263,267,32,1
gulled.se,scraped/gulled.se.txt,989,995,151,7
gullkrona.fi,scraped/gullkrona.fi.txt,51,51,8,2
gullsten-inkinen.com,scraped/gullsten-inkinen.com.txt,2376,2485,240,27
gumbolegolf.fi,scraped/gumbolegolf.fi.txt,1459,1492,223,82
gumbontalo.fi,scraped/gumbontalo.fi.txt,687,704,74,11
gummerus.com,scraped/gummerus.com.txt,1137,1164,118,14
gummerus.fi,scraped/gummerus.fi.txt,3397,3583,450,129
gummeruskiinteistot.fi,scraped/gummeruskiinteistot.fi.txt,5148,5262,624,28
gummijagylma.fi,scraped/gummijagylma.fi.txt,591,617,70,14
gunnarsberga.com,scraped/gunnarsberga.com.txt,431,447,67,7
gunvald.fi,scraped/gunvald.fi.txt,3742,3899,432,64
gurkha.fi,scraped/gurkha.fi.txt,37,37,5,1
gurkhali.fi,scraped/gurkhali.fi.txt,730,741,81,6
gurufield.com,scraped/gurufield.com.txt,491,491,69,3
gurumedia.fi,scraped/gurumedia.fi.txt,382,387,39,3
gurusecurity.fi,scraped/gurusecurity.fi.txt,157,158,15,3
gurut.fi,scraped/gurut.fi.txt,120,124,11,2
gurux.fi,scraped/gurux.fi.txt,20,20,4,1
gustafssonlkv.com,scraped/gustafssonlkv.com.txt,6256,6510,766,84
gustafssonmikko.com,scraped/gustafssonmikko.com.txt,89,90,10,1
gustavo.fi,scraped/gustavo.fi.txt,2331,2422,284,12
gustensun.com,scraped/gustensun.com.txt,682,682,108,10
gut.fi,scraped/gut.fi.txt,158,158,25,6
gutguide.fi,scraped/gutguide.fi.txt,435,455,52,5
gutlyfoods.com,scraped/gutlyfoods.com.txt,1363,1403,147,10
gutz.fi,scraped/gutz.fi.txt,2036,2116,273,33
gv.fi,scraped/gv.fi.txt,1516,1572,154,11
gvkyly.fi,scraped/gvkyly.fi.txt,1956,1982,156,30
gwe.world,scraped/gwe.world.txt,1899,1921,277,47
gwlnetworks.com,scraped/gwlnetworks.com.txt,13,13,2,1
gwoodsoy.com,scraped/gwoodsoy.com.txt,355,364,36,3
gwp.fi,scraped/gwp.fi.txt,1401,1449,150,11
gwtilit.fi,scraped/gwtilit.fi.txt,1467,1511,148,8
gylden.fi,scraped/gylden.fi.txt,437,437,61,3
gym99.fi,scraped/gym99.fi.txt,51,51,8,1
gymba.fi,scraped/gymba.fi.txt,2038,2074,306,31
gymbalance.fi,scraped/gymbalance.fi.txt,51,51,8,1
gymieducation.com,scraped/gymieducation.com.txt,51,51,8,1
gymmusic.com,scraped/gymmusic.com.txt,2689,2768,275,18
gymnationwear.com,scraped/gymnationwear.com.txt,68,70,12,3
gympark.fi,scraped/gympark.fi.txt,1637,1686,166,28
gymppikunto.fi,scraped/gymppikunto.fi.txt,6059,6351,724,82
gymroller.com,scraped/gymroller.com.txt,335,335,47,11
gymstick.com,scraped/gymstick.com.txt,1853,1855,296,8
gymstone.fi,scraped/gymstone.fi.txt,51,51,8,1
gymstore.fi,scraped/gymstore.fi.txt,1638,1674,171,13
gymtonic.fi,scraped/gymtonic.fi.txt,355,366,45,3
gymyz.fi,scraped/gymyz.fi.txt,66,69,7,2
gynekologialafossi.fi,scraped/gynekologialafossi.fi.txt,51,51,8,1
h-dtampere.fi,scraped/h-dtampere.fi.txt,2741,2874,309,30
h-ink.com,scraped/h-ink.com.txt,628,628,91,9
h-k.fi,scraped/h-k.fi.txt,51,51,8,1
h-l.fi,scraped/h-l.fi.txt,2442,2478,373,187
h-lihapalvelut.fi,scraped/h-lihapalvelut.fi.txt,554,572,62,3
h-plus.fi,scraped/h-plus.fi.txt,1232,1256,128,19
h-pop.fi,scraped/h-pop.fi.txt,474,477,51,3
h-raatikainen.fi,scraped/h-raatikainen.fi.txt,1244,1272,126,21
h-sunrise.fi,scraped/h-sunrise.fi.txt,101,101,19,4
h-viherrakennus.fi,scraped/h-viherrakennus.fi.txt,109,112,13,1
h-y.fi,scraped/h-y.fi.txt,5522,5769,563,53
h23.fi,scraped/h23.fi.txt,2294,2306,310,17
h2o4u.fi,scraped/h2o4u.fi.txt,802,803,111,15
h9.fi,scraped/h9.fi.txt,182,182,28,3
h_jy.fi,scraped/h_jy.fi.txt,5952,6136,753,85
h_m_l_inen.com,scraped/h_m_l_inen.com.txt,398,408,46,9
h_meenrakennusurakointi.fi,scraped/h_meenrakennusurakointi.fi.txt,51,51,8,1
ha-team.fi,scraped/ha-team.fi.txt,580,594,55,3
haag.fi,scraped/haag.fi.txt,1225,1261,122,24
haaga-helia.fi,scraped/haaga-helia.fi.txt,13924,14198,1667,70
haaganpyorahuolto.fi,scraped/haaganpyorahuolto.fi.txt,51,51,8,1
haamu.io,scraped/haamu.io.txt,16431,16531,2519,151
haapa-line.com,scraped/haapa-line.com.txt,51,51,8,1
haapa-sahko.fi,scraped/haapa-sahko.fi.txt,1337,1399,139,17
haapaiva.com,scraped/haapaiva.com.txt,79,91,8,4
haapajarvenkukka.fi,scraped/haapajarvenkukka.fi.txt,476,494,53,9
haapajarvenlampo.fi,scraped/haapajarvenlampo.fi.txt,971,1034,105,8
haapajarvenruosteenesto.fi,scraped/haapajarvenruosteenesto.fi.txt,1628,1677,172,31
haapajarvenvuokratalot.fi,scraped/haapajarvenvuokratalot.fi.txt,51,51,8,1
haapajarvi.fi,scraped/haapajarvi.fi.txt,136,139,14,6
haapajoki.fi,scraped/haapajoki.fi.txt,883,905,86,6
haapalabnb.fi,scraped/haapalabnb.fi.txt,51,51,8,1
haapalehdonkatsastus.fi,scraped/haapalehdonkatsastus.fi.txt,2974,3071,322,36
haapamaentilipalvelu.fi,scraped/haapamaentilipalvelu.fi.txt,632,653,76,7
haapamakioy.fi,scraped/haapamakioy.fi.txt,955,1007,103,11
haapamedia.fi,scraped/haapamedia.fi.txt,51,51,8,1
haapasaariseura.fi,scraped/haapasaariseura.fi.txt,51,51,8,1
haapatalo.fi,scraped/haapatalo.fi.txt,51,51,8,1
haapatilipalvelu.fi,scraped/haapatilipalvelu.fi.txt,557,574,54,5
haapavedenliikennekoulu.com,scraped/haapavedenliikennekoulu.com.txt,454,461,48,8
haapavesi.fi,scraped/haapavesi.fi.txt,1730,1789,185,59
haaralantila.fi,scraped/haaralantila.fi.txt,1915,2026,230,13
haarogroup.fi,scraped/haarogroup.fi.txt,51,51,8,1
haas2power.com,scraped/haas2power.com.txt,1032,1045,138,25
haasala.fi,scraped/haasala.fi.txt,4,4,1,1
haaveinc.com,scraped/haaveinc.com.txt,1389,1391,202,24
haavelkv.fi,scraped/haavelkv.fi.txt,826,852,83,12
haavepaja.com,scraped/haavepaja.com.txt,1588,1588,256,15
haaveremontti.fi,scraped/haaveremontti.fi.txt,2938,3060,330,34
haavistonhallit.fi,scraped/haavistonhallit.fi.txt,410,418,42,3
haba-nordic.fi,scraped/haba-nordic.fi.txt,1294,1384,126,8
habagroup.fi,scraped/habagroup.fi.txt,1294,1384,126,8
habalance.com,scraped/habalance.com.txt,1599,1655,181,14
habbens.fi,scraped/habbens.fi.txt,3265,3265,490,14
habeo.fi,scraped/habeo.fi.txt,1443,1488,148,18
habil.fi,scraped/habil.fi.txt,54,58,9,1
habira.fi,scraped/habira.fi.txt,72,72,12,1
habita.com,scraped/habita.com.txt,4347,4347,717,33
habitaio.com,scraped/habitaio.com.txt,5138,5427,516,55
hablando.fi,scraped/hablando.fi.txt,40,40,5,1
hablexe.com,scraped/hablexe.com.txt,51,51,8,1
habo.com,scraped/habo.com.txt,6300,6480,856,46
haboy.fi,scraped/haboy.fi.txt,5234,5390,589,21
hackjunction.com,scraped/hackjunction.com.txt,2488,2509,369,55
hackr.fi,scraped/hackr.fi.txt,498,509,51,6
haction.fi,scraped/haction.fi.txt,88,90,15,2
haddadin.fi,scraped/haddadin.fi.txt,649,649,104,6
hademec.fi,scraped/hademec.fi.txt,51,51,8,1
haen.fi,scraped/haen.fi.txt,2404,2493,247,21
haesiivooja.fi,scraped/haesiivooja.fi.txt,5407,5538,770,108
hafele.fi,scraped/hafele.fi.txt,1493,1501,229,9
hafix.fi,scraped/hafix.fi.txt,2166,2262,236,26
hafmex.fi,scraped/hafmex.fi.txt,165,168,22,9
haganex.fi,scraped/haganex.fi.txt,1703,1767,210,33
haganol.fi,scraped/haganol.fi.txt,161,168,19,5
haggblom.fi,scraped/haggblom.fi.txt,1171,1210,135,23
haggblompartners.com,scraped/haggblompartners.com.txt,960,960,141,4
haggis.fi,scraped/haggis.fi.txt,34,35,4,1
hagiasofia.fi,scraped/hagiasofia.fi.txt,610,627,65,11
haglex.fi,scraped/haglex.fi.txt,1149,1174,112,15
hagris.com,scraped/hagris.com.txt,6313,6327,970,36
hahaa.fi,scraped/hahaa.fi.txt,3593,3738,416,28
hahle.fi,scraped/hahle.fi.txt,51,51,8,1
hahmo.fi,scraped/hahmo.fi.txt,1834,1876,187,71
hahtemaa.fi,scraped/hahtemaa.fi.txt,52,55,5,1
haidion.com,scraped/haidion.com.txt,2077,2077,260,47
haiilo.com,scraped/haiilo.com.txt,3417,3423,515,63
haijaankuljetuspalvelu.fi,scraped/haijaankuljetuspalvelu.fi.txt,3870,4024,434,37
haika.fi,scraped/haika.fi.txt,1712,1787,204,53
haikarahoi.fi,scraped/haikarahoi.fi.txt,51,51,8,1
haikko.fi,scraped/haikko.fi.txt,5730,5920,658,90
haikonenworks.fi,scraped/haikonenworks.fi.txt,315,327,29,2
haikucreative.fi,scraped/haikucreative.fi.txt,2471,2543,286,19
haikudigital.fi,scraped/haikudigital.fi.txt,3609,3750,447,50
haikusushi.fi,scraped/haikusushi.fi.txt,582,595,88,29
hailia.fi,scraped/hailia.fi.txt,51,51,8,1
hailong.fi,scraped/hailong.fi.txt,1863,1966,224,40
hairbyelisa.com,scraped/hairbyelisa.com.txt,779,813,102,7
hairbyessi.com,scraped/hairbyessi.com.txt,26,26,6,2
hairbyjatta.com,scraped/hairbyjatta.com.txt,74,74,12,4
hairbyjulia.ax,scraped/hairbyjulia.ax.txt,26,26,6,2
haircombo.fi,scraped/haircombo.fi.txt,364,373,38,7
hairdepot.fi,scraped/hairdepot.fi.txt,33,33,6,1
haireka.fi,scraped/haireka.fi.txt,2457,2510,289,56
hairfancy.fi,scraped/hairfancy.fi.txt,888,925,99,7
hairgarage.fi,scraped/hairgarage.fi.txt,1582,1628,196,35
hairheaven.fi,scraped/hairheaven.fi.txt,51,51,8,1
hairlekiini.fi,scraped/hairlekiini.fi.txt,2921,3093,351,26
hairstore.fi,scraped/hairstore.fi.txt,2222,2323,243,36
hairstudiomaicci.net,scraped/hairstudiomaicci.net.txt,51,51,8,1
haitco.com,scraped/haitco.com.txt,6026,6041,891,9
haitor.com,scraped/haitor.com.txt,1009,1031,95,4
haitta-ainekartoitus.fi,scraped/haitta-ainekartoitus.fi.txt,1843,1921,198,21
haitudesign.fi,scraped/haitudesign.fi.txt,78,78,11,2
haiv.fi,scraped/haiv.fi.txt,5687,5898,685,73
haivekuva.fi,scraped/haivekuva.fi.txt,259,261,42,6
hajala.fi,scraped/hajala.fi.txt,21579,22723,2423,213
hajalansahko.fi,scraped/hajalansahko.fi.txt,1404,1453,143,24
hajatek.fi,scraped/hajatek.fi.txt,1022,1031,127,16
hajusteetonarki.fi,scraped/hajusteetonarki.fi.txt,259,259,30,2
haka-traktori.fi,scraped/haka-traktori.fi.txt,1351,1395,127,11
haka-wood.fi,scraped/haka-wood.fi.txt,51,51,8,1
hakafood.fi,scraped/hakafood.fi.txt,51,51,8,1
hakakeittiot.fi,scraped/hakakeittiot.fi.txt,52,55,6,1
hakala.net,scraped/hakala.net.txt,51,51,8,1
hakalab.fi,scraped/hakalab.fi.txt,28,28,1,1
hakalaskenta.fi,scraped/hakalaskenta.fi.txt,1305,1354,125,13
hakamaanlammastila.fi,scraped/hakamaanlammastila.fi.txt,182,182,28,3
hakanen.eu,scraped/hakanen.eu.txt,51,51,8,1
hakanenoy.fi,scraped/hakanenoy.fi.txt,6932,7250,770,45
hakaniemenkiropraktiikka.fi,scraped/hakaniemenkiropraktiikka.fi.txt,63,63,8,2
hakapks.fi,scraped/hakapks.fi.txt,1425,1454,144,18
hakastar.com,scraped/hakastar.com.txt,137,138,15,2
hakatemia.fi,scraped/hakatemia.fi.txt,3948,4159,499,49
hake.fi,scraped/hake.fi.txt,1145,1214,119,10
hake.golf,scraped/hake.golf.txt,1686,1694,282,40
hakea.ai,scraped/hakea.ai.txt,7011,7249,731,77
hakel_mp_.fi,scraped/hakel_mp_.fi.txt,161,168,19,5
haketus.fi,scraped/haketus.fi.txt,486,500,88,15
hakevuori.fi,scraped/hakevuori.fi.txt,2066,2144,226,25
hakilorakennus.fi,scraped/hakilorakennus.fi.txt,55,55,11,2
hakkarainenky.fi,scraped/hakkarainenky.fi.txt,51,51,8,1
hakkaraisenkorjaamo.fi,scraped/hakkaraisenkorjaamo.fi.txt,1633,1674,181,14
hakkarinhelmi.com,scraped/hakkarinhelmi.com.txt,763,776,77,17
hakkilankatsastus.fi,scraped/hakkilankatsastus.fi.txt,2241,2305,252,17
hakkinen.fi,scraped/hakkinen.fi.txt,916,941,88,10
hakkio.fi,scraped/hakkio.fi.txt,1255,1277,134,31
hakkivox.fi,scraped/hakkivox.fi.txt,1306,1331,150,14
hakku.io,scraped/hakku.io.txt,3,3,1,1
haklog.fi,scraped/haklog.fi.txt,427,440,39,2
haknova.com,scraped/haknova.com.txt,2409,2471,357,21
hakojarvenkelomajat.fi,scraped/hakojarvenkelomajat.fi.txt,51,51,8,1
hakolan.fi,scraped/hakolan.fi.txt,51,51,8,1
hakomakiyhtyma.fi,scraped/hakomakiyhtyma.fi.txt,51,51,8,1
hakonen.fi,scraped/hakonen.fi.txt,6006,6238,621,47
hakoniemi.com,scraped/hakoniemi.com.txt,210,212,32,4
hakopalvelu.fi,scraped/hakopalvelu.fi.txt,1176,1216,138,9
hakosaloinnovations.fi,scraped/hakosaloinnovations.fi.txt,431,442,41,13
haksi.fi,scraped/haksi.fi.txt,2175,2239,208,29
hakukonekeisari.fi,scraped/hakukonekeisari.fi.txt,53,53,8,2
hakulanpuu.fi,scraped/hakulanpuu.fi.txt,684,701,70,5
hakumo.com,scraped/hakumo.com.txt,9,9,2,1
hakunamatata-sup.fi,scraped/hakunamatata-sup.fi.txt,883,883,150,10
hakunilakirppis.fi,scraped/hakunilakirppis.fi.txt,1178,1211,135,27
hakunilanhuolto.fi,scraped/hakunilanhuolto.fi.txt,94,99,8,1
hakuusis.fi,scraped/hakuusis.fi.txt,2018,2087,206,19
halaus.fi,scraped/halaus.fi.txt,336,340,29,6
haldia.fi,scraped/haldia.fi.txt,50,50,8,1
haldoroy.fi,scraped/haldoroy.fi.txt,1497,1552,152,8
halfblock.fi,scraped/halfblock.fi.txt,136,138,14,3
halffull.fi,scraped/halffull.fi.txt,26,26,6,2
halftime.fi,scraped/halftime.fi.txt,1779,1841,195,18
halgurd.fi,scraped/halgurd.fi.txt,193,198,21,3
hali.fi,scraped/hali.fi.txt,432,449,57,17
halide.energy,scraped/halide.energy.txt,1125,1125,169,33
halikkotools.fi,scraped/halikkotools.fi.txt,637,658,68,5
halikonkourujatikas.fi,scraped/halikonkourujatikas.fi.txt,685,713,84,5
halikonkumipalvelu.fi,scraped/halikonkumipalvelu.fi.txt,9309,9646,1028,48
halipuu.com,scraped/halipuu.com.txt,2465,2506,430,16
halistek.com,scraped/halistek.com.txt,51,51,8,1
halituote.fi,scraped/halituote.fi.txt,584,605,67,11
haljala.fi,scraped/haljala.fi.txt,605,656,64,5
halkianautohuolto.fi,scraped/halkianautohuolto.fi.txt,716,737,77,17
halkotukku.fi,scraped/halkotukku.fi.txt,51,51,8,1
hallagolf.com,scraped/hallagolf.com.txt,51,51,8,1
hallahealthspa.fi,scraped/hallahealthspa.fi.txt,88,90,13,2
hallakangas.fi,scraped/hallakangas.fi.txt,644,666,78,7
hallanakka.com,scraped/hallanakka.com.txt,1603,1705,191,23
hallatrans.fi,scraped/hallatrans.fi.txt,1275,1317,152,15
hallatuotanto.fi,scraped/hallatuotanto.fi.txt,11352,11755,1278,84
hallavesi.fi,scraped/hallavesi.fi.txt,193,198,21,3
hallaworks.fi,scraped/hallaworks.fi.txt,1554,1658,194,40
hallaxhalla.com,scraped/hallaxhalla.com.txt,1823,1855,323,24
hallenberg.fi,scraped/hallenberg.fi.txt,51,51,8,1
halliosake.fi,scraped/halliosake.fi.txt,235,237,35,12
hallirakentajat.fi,scraped/hallirakentajat.fi.txt,2588,2652,270,31
hallitiloja.fi,scraped/hallitiloja.fi.txt,801,822,87,4
hallitusrenki.fi,scraped/hallitusrenki.fi.txt,5621,5871,587,32
hallitusti.fi,scraped/hallitusti.fi.txt,445,473,51,9
hallivuokraus.fi,scraped/hallivuokraus.fi.txt,139,146,12,1
hallon.fi,scraped/hallon.fi.txt,560,587,95,4
hallstroms.com,scraped/hallstroms.com.txt,52,52,9,1
hallstromsplat.com,scraped/hallstromsplat.com.txt,1134,1195,179,16
halmesmaki.com,scraped/halmesmaki.com.txt,1166,1209,131,20
halminen.net,scraped/halminen.net.txt,2459,2528,259,27
halofromnorth.com,scraped/halofromnorth.com.txt,27,27,4,1
halola.fi,scraped/halola.fi.txt,252,261,29,9
halonen.fi,scraped/halonen.fi.txt,683,712,79,18
haloomedia.fi,scraped/haloomedia.fi.txt,51,51,8,1
haloplan.fi,scraped/haloplan.fi.txt,425,434,37,4
haloradio.fi,scraped/haloradio.fi.txt,1526,1560,190,12
halotours.it,scraped/halotours.it.txt,601,604,92,6
halpa-auto.fi,scraped/halpa-auto.fi.txt,88,90,13,2
halpis.fi,scraped/halpis.fi.txt,255,257,43,4
halsa.fi,scraped/halsa.fi.txt,6573,6920,680,80
halsing.fi,scraped/halsing.fi.txt,11789,11851,1868,122
halsofabriken.ax,scraped/halsofabriken.ax.txt,54,56,6,2
halsoresan.fi,scraped/halsoresan.fi.txt,2926,3061,477,30
halti.com,scraped/halti.com.txt,2885,3029,522,249
haltian.com,scraped/haltian.com.txt,3229,3251,469,35
haltianpappila.fi,scraped/haltianpappila.fi.txt,1945,2012,233,13
haltius.fi,scraped/haltius.fi.txt,51,51,8,1
halton.fi,scraped/halton.fi.txt,411,428,42,2
halunliekki.fi,scraped/halunliekki.fi.txt,110,110,14,3
halvart.fi,scraped/halvart.fi.txt,51,51,8,1
halytintekniikka.fi,scraped/halytintekniikka.fi.txt,3377,3536,358,31
halyttava.fi,scraped/halyttava.fi.txt,965,1003,95,11
halytyskeskus.com,scraped/halytyskeskus.com.txt,157,160,15,5
hamahakkimiehet.fi,scraped/hamahakkimiehet.fi.txt,2299,2373,257,28
hamarainnovations.com,scraped/hamarainnovations.com.txt,78,78,12,2
hamarinlasituspalvelu.fi,scraped/hamarinlasituspalvelu.fi.txt,875,896,101,4
hameateriat.fi,scraped/hameateriat.fi.txt,2828,2931,420,38
hamec.fi,scraped/hamec.fi.txt,519,540,73,12
hameenaho.fi,scraped/hameenaho.fi.txt,2539,2656,276,23
hameenasbestipurku.fi,scraped/hameenasbestipurku.fi.txt,1252,1304,124,14
hameenasennustyo.fi,scraped/hameenasennustyo.fi.txt,907,939,111,20
hameenaurinkosahko.fi,scraped/hameenaurinkosahko.fi.txt,78,84,8,2
hameenautoehostus.fi,scraped/hameenautoehostus.fi.txt,1143,1202,140,30
hameenautomaalaus.fi,scraped/hameenautomaalaus.fi.txt,1049,1083,106,6
hameenautopalvelu.fi,scraped/hameenautopalvelu.fi.txt,3471,3568,383,42
hameenerikoistyo.fi,scraped/hameenerikoistyo.fi.txt,51,51,8,1
hameenhautauspalvelu.fi,scraped/hameenhautauspalvelu.fi.txt,3958,4137,447,33
hameenisannointi.fi,scraped/hameenisannointi.fi.txt,941,990,102,7
hameenkaivin.fi,scraped/hameenkaivin.fi.txt,2603,2705,273,16
hameenkatu.fi,scraped/hameenkatu.fi.txt,1676,1742,191,31
hameenkiinteistomanageri.fi,scraped/hameenkiinteistomanageri.fi.txt,1132,1174,109,10
hameenkyronjaahalli.fi,scraped/hameenkyronjaahalli.fi.txt,1061,1113,165,26
hameenlaatu.fi,scraped/hameenlaatu.fi.txt,75,83,7,1
hameenlaatusiivous.fi,scraped/hameenlaatusiivous.fi.txt,4979,5207,511,66
hameenlampoaalto.fi,scraped/hameenlampoaalto.fi.txt,2383,2530,264,31
hameenlinnanasunnot.fi,scraped/hameenlinnanasunnot.fi.txt,514,527,50,14
hameenlinnanpysakointi.fi,scraped/hameenlinnanpysakointi.fi.txt,115,124,10,3
hameenlinnantenniskeskus.fi,scraped/hameenlinnantenniskeskus.fi.txt,580,608,63,9
hameenmainostuote.fi,scraped/hameenmainostuote.fi.txt,1860,1925,204,17
hameenmonitoimitilit.fi,scraped/hameenmonitoimitilit.fi.txt,33,33,6,1
hameenpeltipaja.fi,scraped/hameenpeltipaja.fi.txt,51,51,8,1
hameenputkityo.fi,scraped/hameenputkityo.fi.txt,953,990,104,13
hameenrakennusjakorjaus.com,scraped/hameenrakennusjakorjaus.com.txt,1235,1282,128,11
hameensahko.fi,scraped/hameensahko.fi.txt,2807,2965,338,22
hameensahkoykkoset.fi,scraped/hameensahkoykkoset.fi.txt,51,51,8,1
hameensuoja.fi,scraped/hameensuoja.fi.txt,508,522,59,3
hameenvuokratilat.fi,scraped/hameenvuokratilat.fi.txt,842,888,82,6
hamefood.fi,scraped/hamefood.fi.txt,51,51,8,1
hami.fi,scraped/hami.fi.txt,1971,2032,226,18
hamina-apartments.fi,scraped/hamina-apartments.fi.txt,1212,1214,179,12
hamina.com,scraped/hamina.com.txt,1528,1528,211,23
haminalng.fi,scraped/haminalng.fi.txt,1306,1312,190,22
haminanelainklinikka.fi,scraped/haminanelainklinikka.fi.txt,10556,11127,1121,128
haminanfysioterapia.net,scraped/haminanfysioterapia.net.txt,186,191,19,2
haminanpalloiluhalli.fi,scraped/haminanpalloiluhalli.fi.txt,51,51,8,1
haminanparketti.fi,scraped/haminanparketti.fi.txt,3166,3275,345,27
haminanpuupojat.fi,scraped/haminanpuupojat.fi.txt,33,33,6,1
hamk.fi,scraped/hamk.fi.txt,1774,1854,189,25
hammardata.fi,scraped/hammardata.fi.txt,51,51,8,1
hammarinsahko.fi,scraped/hammarinsahko.fi.txt,2156,2266,277,127
hammasarena.fi,scraped/hammasarena.fi.txt,1436,1472,140,16
hammasasemaaldente.fi,scraped/hammasasemaaldente.fi.txt,51,51,8,1
hammashelina.com,scraped/hammashelina.com.txt,707,728,76,6
hammashohde.fi,scraped/hammashohde.fi.txt,666,687,69,5
hammashoito-oy.fi,scraped/hammashoito-oy.fi.txt,88,90,13,2
hammashuippu.fi,scraped/hammashuippu.fi.txt,51,51,8,1
hammasilo.fi,scraped/hammasilo.fi.txt,1026,1072,109,14
hammaskaarierkamo.fi,scraped/hammaskaarierkamo.fi.txt,1617,1690,165,21
hammaskeiju.fi,scraped/hammaskeiju.fi.txt,631,661,72,9
hammaskielo.fi,scraped/hammaskielo.fi.txt,3875,4030,435,40
hammaskulmapattijoki.fi,scraped/hammaskulmapattijoki.fi.txt,1039,1088,118,8
hammasl__k_rihenna.fi,scraped/hammasl__k_rihenna.fi.txt,51,51,8,1
hammaslaakarikauppila.fi,scraped/hammaslaakarikauppila.fi.txt,51,51,8,1
hammaslaakarikeskuselegant.fi,scraped/hammaslaakarikeskuselegant.fi.txt,51,51,8,1
