domain,path,chars,bytes,words,lines
optikko-kello.fi,scraped/optikko-kello.fi.txt,90,95,13,4
optikkokivinen.fi,scraped/optikkokivinen.fi.txt,5228,5440,579,44
optikkomakela.fi,scraped/optikkomakela.fi.txt,5070,5267,529,81
optikkopoca.fi,scraped/optikkopoca.fi.txt,3715,3867,407,28
optikpi.com,scraped/optikpi.com.txt,7867,7901,1144,138
optilex.fi,scraped/optilex.fi.txt,1468,1498,150,11
optimalperformance.fi,scraped/optimalperformance.fi.txt,4548,4717,513,53
optimalsolutions.fi,scraped/optimalsolutions.fi.txt,1646,1652,219,14
optimanext.com,scraped/optimanext.com.txt,2896,2897,464,20
optimarc.fi,scraped/optimarc.fi.txt,1216,1254,124,10
optimare.fi,scraped/optimare.fi.txt,1644,1717,179,19
optimaselect.com,scraped/optimaselect.com.txt,51,51,8,1
optimasiivous.fi,scraped/optimasiivous.fi.txt,3454,3557,329,33
optimate.fi,scraped/optimate.fi.txt,4437,4650,476,77
optimation.fi,scraped/optimation.fi.txt,51,51,8,1
optimi-engineering.com,scraped/optimi-engineering.com.txt,1169,1197,173,7
optimi-isannointi.fi,scraped/optimi-isannointi.fi.txt,51,51,8,1
optimihallit.fi,scraped/optimihallit.fi.txt,67,70,8,1
optimitaso.fi,scraped/optimitaso.fi.txt,51,51,8,1
optimitraining.fi,scraped/optimitraining.fi.txt,51,51,8,1
optimittaus.fi,scraped/optimittaus.fi.txt,33,33,6,1
optimo.fi,scraped/optimo.fi.txt,2626,2714,264,28
optimoiautosiloimaa.fi,scraped/optimoiautosiloimaa.fi.txt,1577,1617,171,33
optimood.fi,scraped/optimood.fi.txt,5893,6222,727,67
optimus-translations.fi,scraped/optimus-translations.fi.txt,867,914,104,8
optimusmaximus.com,scraped/optimusmaximus.com.txt,316,316,38,8
optinova.com,scraped/optinova.com.txt,1752,1758,267,22
optioisannointi.fi,scraped/optioisannointi.fi.txt,43,43,4,2
optionlkv.fi,scraped/optionlkv.fi.txt,51,51,8,1
optiradia.com,scraped/optiradia.com.txt,33,33,6,1
optirak.fi,scraped/optirak.fi.txt,51,51,8,1
optireal.fi,scraped/optireal.fi.txt,142,150,17,4
optishake.info,scraped/optishake.info.txt,1688,1704,258,18
optitune.com,scraped/optitune.com.txt,90,90,15,2
optiwatti.fi,scraped/optiwatti.fi.txt,173,185,19,3
optiwax.fi,scraped/optiwax.fi.txt,530,540,57,5
optiwide.fi,scraped/optiwide.fi.txt,474,498,57,11
optiwood.io,scraped/optiwood.io.txt,4443,4640,480,89
optix.fi,scraped/optix.fi.txt,51,51,8,1
optofidelity.com,scraped/optofidelity.com.txt,2179,2183,328,28
optogear.fi,scraped/optogear.fi.txt,51,51,8,1
optolead.fi,scraped/optolead.fi.txt,67,67,10,2
optolevel.fi,scraped/optolevel.fi.txt,51,51,8,1
optopro.fi,scraped/optopro.fi.txt,36,36,6,1
optoseven.com,scraped/optoseven.com.txt,51,51,8,1
optospecial.fi,scraped/optospecial.fi.txt,51,51,8,1
optotec.fi,scraped/optotec.fi.txt,1155,1179,125,19
opusarcticus.fi,scraped/opusarcticus.fi.txt,35,35,5,2
opusbusinesspark.fi,scraped/opusbusinesspark.fi.txt,1803,1868,199,18
opushumana.com,scraped/opushumana.com.txt,51,51,8,1
opusk.fi,scraped/opusk.fi.txt,561,585,69,11
opusliberum.com,scraped/opusliberum.com.txt,491,499,53,6
opusnordic.com,scraped/opusnordic.com.txt,57,57,7,2
oragon.fi,scraped/oragon.fi.txt,6223,6357,591,50
oraisa.fi,scraped/oraisa.fi.txt,89,93,10,2
oral.fi,scraped/oral.fi.txt,15403,16056,1551,476
oranbear.com,scraped/oranbear.com.txt,1601,4117,103,76
orange-square.eu,scraped/orange-square.eu.txt,51,51,8,1
orangead.fi,scraped/orangead.fi.txt,904,938,97,25
orangeexpress.fi,scraped/orangeexpress.fi.txt,51,51,8,1
oranssilaki.fi,scraped/oranssilaki.fi.txt,72,75,8,2
oranssimedia.fi,scraped/oranssimedia.fi.txt,1071,1103,115,13
orantalogistics.fi,scraped/orantalogistics.fi.txt,1651,1700,184,22
oraoy.fi,scraped/oraoy.fi.txt,1003,1020,127,18
orapac.fi,scraped/orapac.fi.txt,1413,1447,146,16
orasko.fi,scraped/orasko.fi.txt,628,641,66,4
orasmus.fi,scraped/orasmus.fi.txt,630,638,67,4
oratrade.fi,scraped/oratrade.fi.txt,228,250,23,2
oravaharju.fi,scraped/oravaharju.fi.txt,711,725,78,16
oravalan.fi,scraped/oravalan.fi.txt,14,14,2,1
oravamed.fi,scraped/oravamed.fi.txt,554,575,56,17
oravametsa.fi,scraped/oravametsa.fi.txt,1327,1394,135,14
oravannahka.fi,scraped/oravannahka.fi.txt,30,31,4,1
oravivillage.com,scraped/oravivillage.com.txt,1580,1629,158,20
orbion.fi,scraped/orbion.fi.txt,51,51,8,1
orbissystems.eu,scraped/orbissystems.eu.txt,155,161,25,2
orbitron.fi,scraped/orbitron.fi.txt,17,17,2,1
orbitti.fi,scraped/orbitti.fi.txt,116,116,14,6
orcator.com,scraped/orcator.com.txt,51,51,8,1
ordbord.com,scraped/ordbord.com.txt,1269,1300,203,21
order-it.fi,scraped/order-it.fi.txt,2684,2733,503,53
ordera.fi,scraped/ordera.fi.txt,289,301,30,2
orderbeez.com,scraped/orderbeez.com.txt,120,120,21,2
ordinatrum.fi,scraped/ordinatrum.fi.txt,184,184,18,1
ore.fi,scraped/ore.fi.txt,1189,1231,127,17
oreatec.fi,scraped/oreatec.fi.txt,74,74,12,4
orelo.fi,scraped/orelo.fi.txt,38,42,8,3
organiccuisine.fi,scraped/organiccuisine.fi.txt,2352,2422,261,8
organisaatiopsykologit.fi,scraped/organisaatiopsykologit.fi.txt,1141,1174,117,21
organon.com,scraped/organon.com.txt,2823,2833,436,26
orhissuo.fi,scraped/orhissuo.fi.txt,1724,1754,193,20
oridea.fi,scraped/oridea.fi.txt,2199,2249,232,29
orientalnordic.fi,scraped/orientalnordic.fi.txt,214,214,43,5
orientalxpress.eu,scraped/orientalxpress.eu.txt,2328,2328,396,49
orientasia.fi,scraped/orientasia.fi.txt,274,282,28,2
orientoccident.fi,scraped/orientoccident.fi.txt,8223,8479,926,53
orientrade.net,scraped/orientrade.net.txt,1734,1734,231,9
oriflame.com,scraped/oriflame.com.txt,247,248,35,10
origamicup.com,scraped/origamicup.com.txt,51,51,8,1
originaali.fi,scraped/originaali.fi.txt,177,180,26,1
original-story.fi,scraped/original-story.fi.txt,609,618,65,5
originalminds.co,scraped/originalminds.co.txt,3547,3587,549,34
originbyocean.com,scraped/originbyocean.com.txt,179,181,25,2
origodesign.fi,scraped/origodesign.fi.txt,33,33,6,1
origoisannointi.fi,scraped/origoisannointi.fi.txt,4332,4574,428,99
origonation.com,scraped/origonation.com.txt,210,219,21,6
origonova.fi,scraped/origonova.fi.txt,869,894,98,6
origopartners.fi,scraped/origopartners.fi.txt,51,51,8,1
origopro.com,scraped/origopro.com.txt,723,749,71,5
origos.fi,scraped/origos.fi.txt,2106,2162,231,31
origym.fi,scraped/origym.fi.txt,9561,9886,1147,81
orikedonherkkulounas.fi,scraped/orikedonherkkulounas.fi.txt,530,548,59,8
orikem.fi,scraped/orikem.fi.txt,1596,1643,163,13
orilampi.com,scraped/orilampi.com.txt,4552,4818,548,44
orilaw.fi,scraped/orilaw.fi.txt,591,616,69,14
orimattilanasunnot.fi,scraped/orimattilanasunnot.fi.txt,4926,4967,704,22
orimattilanisannointi.fi,scraped/orimattilanisannointi.fi.txt,1453,1495,201,20
orimattilanputkityo.fi,scraped/orimattilanputkityo.fi.txt,3157,3266,317,20
oriole.fi,scraped/oriole.fi.txt,51,51,8,1
orion.fi,scraped/orion.fi.txt,1151,1186,122,12
orionmc.fi,scraped/orionmc.fi.txt,2976,3070,331,31
oripaanelementti.fi,scraped/oripaanelementti.fi.txt,51,51,8,1
oriplan.com,scraped/oriplan.com.txt,135,141,12,2
orisolution.com,scraped/orisolution.com.txt,2865,2924,466,45
oristone.fi,scraped/oristone.fi.txt,174,181,20,5
orivedenautokoulu.fi,scraped/orivedenautokoulu.fi.txt,1365,1424,154,21
orivedenkumikorjaamo.com,scraped/orivedenkumikorjaamo.com.txt,6195,6400,682,61
orivesi.fi,scraped/orivesi.fi.txt,3033,3169,330,42
orkestr.io,scraped/orkestr.io.txt,27,28,4,1
orlando.fi,scraped/orlando.fi.txt,1474,1536,166,27
orle.fi,scraped/orle.fi.txt,1218,1246,161,36
ornas.fi,scraped/ornas.fi.txt,1133,1211,119,6
oroart.fi,scraped/oroart.fi.txt,51,51,8,1
orourakointi.fi,scraped/orourakointi.fi.txt,1895,1937,183,37
orrester.fi,scraped/orrester.fi.txt,131,136,15,4
orsap.fi,scraped/orsap.fi.txt,51,51,8,1
orsasport.com,scraped/orsasport.com.txt,2895,3021,291,39
ortek.fi,scraped/ortek.fi.txt,780,806,76,13
orthogale.fi,scraped/orthogale.fi.txt,1626,1688,156,27
orthokonsult.fi,scraped/orthokonsult.fi.txt,117,117,11,3
orthonova.fi,scraped/orthonova.fi.txt,2383,2442,249,20
ortofix.fi,scraped/ortofix.fi.txt,51,51,8,1
ortogeo.fi,scraped/ortogeo.fi.txt,530,554,67,5
ortomat-herpola.fi,scraped/ortomat-herpola.fi.txt,75,78,10,3
ortomix.fi,scraped/ortomix.fi.txt,1222,1312,131,22
orton.fi,scraped/orton.fi.txt,120,126,12,3
ortoolo.fi,scraped/ortoolo.fi.txt,51,51,8,1
ortopeditekniikka.fi,scraped/ortopeditekniikka.fi.txt,26,26,6,2
ortopet.fi,scraped/ortopet.fi.txt,51,51,8,1
orvokki.info,scraped/orvokki.info.txt,372,386,35,5
oryx.fi,scraped/oryx.fi.txt,583,608,58,8
os-motion.fi,scraped/os-motion.fi.txt,3323,3444,363,60
osa.fi,scraped/osa.fi.txt,1780,1841,184,28
osaajakeskus.com,scraped/osaajakeskus.com.txt,186,200,20,1
osaajavalmentamo.fi,scraped/osaajavalmentamo.fi.txt,3507,3655,383,39
osaamistehdas.fi,scraped/osaamistehdas.fi.txt,624,650,71,6
osaamisydin.fi,scraped/osaamisydin.fi.txt,514,521,58,15
osaamo.fi,scraped/osaamo.fi.txt,50,50,8,1
osaango.com,scraped/osaango.com.txt,264,264,35,3
osaava.fi,scraped/osaava.fi.txt,479,501,47,9
osaka.fi,scraped/osaka.fi.txt,841,841,121,19
osakasushi.fi,scraped/osakasushi.fi.txt,51,51,8,1
osakekirja.fi,scraped/osakekirja.fi.txt,756,770,88,4
osakeliitto.fi,scraped/osakeliitto.fi.txt,174,185,19,4
osakesijoittaja.fi,scraped/osakesijoittaja.fi.txt,4300,4454,482,41
osamyyntiks.com,scraped/osamyyntiks.com.txt,908,933,106,20
osana.fi,scraped/osana.fi.txt,71,75,7,2
osao.fi,scraped/osao.fi.txt,1911,1977,202,57
osarakennus.fi,scraped/osarakennus.fi.txt,3320,3394,476,119
oscar.fi,scraped/oscar.fi.txt,3787,3889,412,50
oscarblue.fi,scraped/oscarblue.fi.txt,193,200,21,6
oscarmike.fi,scraped/oscarmike.fi.txt,1626,1691,171,23
oscarravintola.fi,scraped/oscarravintola.fi.txt,819,831,135,18
oscilloquartz.com,scraped/oscilloquartz.com.txt,367,369,51,6
oscu.co,scraped/oscu.co.txt,51,51,8,1
oseir.com,scraped/oseir.com.txt,1351,1355,210,11
osek.fi,scraped/osek.fi.txt,711,730,70,5
osfysio.fi,scraped/osfysio.fi.txt,8639,8899,1043,72
osg.fi,scraped/osg.fi.txt,1429,1471,150,9
oshp.fi,scraped/oshp.fi.txt,1423,1489,147,11
osjatec.fi,scraped/osjatec.fi.txt,398,408,39,9
osk-varjo.fi,scraped/osk-varjo.fi.txt,51,51,8,1
oskarinoksa.fi,scraped/oskarinoksa.fi.txt,4540,4707,540,42
oskarisaari.fi,scraped/oskarisaari.fi.txt,214,214,43,5
oskarlehtinen.fi,scraped/oskarlehtinen.fi.txt,334,350,41,6
oskliippa.fi,scraped/oskliippa.fi.txt,11079,11709,1286,70
oskmonitoimiseniorit.fi,scraped/oskmonitoimiseniorit.fi.txt,109,117,12,2
osma.fi,scraped/osma.fi.txt,54,54,6,2
osmalife.rocks,scraped/osmalife.rocks.txt,6199,6436,721,65
osmocolor.com,scraped/osmocolor.com.txt,2803,2945,309,22
osmoscosmos.com,scraped/osmoscosmos.com.txt,51,51,8,1
osoitevuokraus.fi,scraped/osoitevuokraus.fi.txt,51,51,8,1
osolemio.fi,scraped/osolemio.fi.txt,51,51,8,1
osostoryhouse.fi,scraped/osostoryhouse.fi.txt,51,51,8,1
osp-firesafety.fi,scraped/osp-firesafety.fi.txt,7683,7977,844,60
osp.lt,scraped/osp.lt.txt,2229,2241,314,52
ospeksi.fi,scraped/ospeksi.fi.txt,51,51,8,1
osram.com,scraped/osram.com.txt,696,696,100,6
osrent.fi,scraped/osrent.fi.txt,48,48,8,2
oss-jarjestopalvelut.fi,scraped/oss-jarjestopalvelut.fi.txt,861,879,98,9
oss-solutions.fi,scraped/oss-solutions.fi.txt,3406,3535,351,56
oss.fi,scraped/oss.fi.txt,1548,1630,162,17
oss.lt,scraped/oss.lt.txt,10178,10251,1538,103
ossiaura.com,scraped/ossiaura.com.txt,29,31,6,3
ossinmetalli.fi,scraped/ossinmetalli.fi.txt,944,970,104,9
ossinpulla.fi,scraped/ossinpulla.fi.txt,497,524,55,8
ostajanonni.fi,scraped/ostajanonni.fi.txt,20781,21612,2051,461
ostaoy.fi,scraped/ostaoy.fi.txt,51,51,8,1
ostatarra.fi,scraped/ostatarra.fi.txt,3078,3184,342,17
osteocenter.fi,scraped/osteocenter.fi.txt,710,725,81,9
osteofys.fi,scraped/osteofys.fi.txt,51,51,8,1
osteofysio.fi,scraped/osteofysio.fi.txt,51,51,8,1
osteofysiolaapas.fi,scraped/osteofysiolaapas.fi.txt,51,51,8,1
osteopatiaalku.fi,scraped/osteopatiaalku.fi.txt,1713,1763,185,18
osteopatiaavain.fi,scraped/osteopatiaavain.fi.txt,51,51,8,1
osteopatiaklinikka.fi,scraped/osteopatiaklinikka.fi.txt,51,51,8,1
osteopatiaklinikka.net,scraped/osteopatiaklinikka.net.txt,3722,3888,424,31
osteopatiakotka.fi,scraped/osteopatiakotka.fi.txt,51,51,8,1
osteopatiakoulu.fi,scraped/osteopatiakoulu.fi.txt,1752,1811,188,8
osteriadeimancini.fi,scraped/osteriadeimancini.fi.txt,814,848,132,27
osterstjernan.fi,scraped/osterstjernan.fi.txt,1444,1511,163,21
ostinato.fi,scraped/ostinato.fi.txt,146,146,19,1
ostolan.fi,scraped/ostolan.fi.txt,51,51,8,1
ostolantilitoimisto.fi,scraped/ostolantilitoimisto.fi.txt,39,42,6,1
ostoluotsi.com,scraped/ostoluotsi.com.txt,2775,2873,296,22
ostonomi.fi,scraped/ostonomi.fi.txt,51,51,8,1
ostosikkuna.fi,scraped/ostosikkuna.fi.txt,51,51,8,1
ostp.biz,scraped/ostp.biz.txt,2318,2324,359,20
ostracon.ai,scraped/ostracon.ai.txt,2498,2500,405,35
ostroferia.com,scraped/ostroferia.com.txt,71,72,12,4
ostt.fi,scraped/ostt.fi.txt,5415,5646,527,19
osuko.fi,scraped/osuko.fi.txt,307,323,37,2
osuma.co,scraped/osuma.co.txt,687,699,63,4
osuria.com,scraped/osuria.com.txt,51,51,8,1
osuuskumma.fi,scraped/osuuskumma.fi.txt,38,38,5,2
osuuskuntakiipit.fi,scraped/osuuskuntakiipit.fi.txt,51,51,8,1
osuuskuntalohjanomppu.com,scraped/osuuskuntalohjanomppu.com.txt,560,565,76,14
osuuskuntapokka.fi,scraped/osuuskuntapokka.fi.txt,2892,2918,423,23
osuuskuntauurto.fi,scraped/osuuskuntauurto.fi.txt,2864,2971,287,16
osuuskuntaverkottaja.fi,scraped/osuuskuntaverkottaja.fi.txt,1738,1841,185,11
osuuskuntavia.fi,scraped/osuuskuntavia.fi.txt,158,163,20,4
osuusradio.fi,scraped/osuusradio.fi.txt,176,176,25,5
osuvaisannointi.fi,scraped/osuvaisannointi.fi.txt,1747,1833,188,27
osuvakoulutus.fi,scraped/osuvakoulutus.fi.txt,10011,10308,1446,94
osworks.fi,scraped/osworks.fi.txt,2565,2626,251,25
