domain,lang,chars,english,source_path,english_path
korpikartano.fi,en,1653,True,scraped/korpikartano.fi.txt,english_only/korpikartano.fi.txt
korpikorsu.fi,short,19,False,scraped/korpikorsu.fi.txt,
korpilahtilehti.fi,fi,3669,False,scraped/korpilahtilehti.fi.txt,
korpimaa.com,blocked,51,False,scraped/korpimaa.com.txt,
korpimachine.fi,fi,1011,False,scraped/korpimachine.fi.txt,
korpimetso.com,en,255,True,scraped/korpimetso.com.txt,english_only/korpimetso.com.txt
korpinen.com,fi,1792,False,scraped/korpinen.com.txt,
korpinpesa.fi,fi,1416,False,scraped/korpinpesa.fi.txt,
korpioutdoors.fi,fi,4075,False,scraped/korpioutdoors.fi.txt,
korpipaatsama.net,vi,1826,False,scraped/korpipaatsama.net.txt,
korpipaja.fi,blocked,51,False,scraped/korpipaja.fi.txt,
korpitieto.fi,fi,959,False,scraped/korpitieto.fi.txt,
korpiworks.fi,fi,2642,False,scraped/korpiworks.fi.txt,
korpobyggtjanst.fi,sv,3241,False,scraped/korpobyggtjanst.fi.txt,
korppigames.com,en,182,True,scraped/korppigames.com.txt,english_only/korppigames.com.txt
korppigear.fi,fi,1542,False,scraped/korppigear.fi.txt,
korrate.fi,fi,3715,False,scraped/korrate.fi.txt,
korres.fi,fi,11433,False,scraped/korres.fi.txt,
korsmanhanko.fi,fi,2250,False,scraped/korsmanhanko.fi.txt,
korsonkoti.com,fi,1511,False,scraped/korsonkoti.com.txt,
korsu.fi,fi,1354,False,scraped/korsu.fi.txt,
korsuovet.fi,fi,2672,False,scraped/korsuovet.fi.txt,
korsuretket.fi,fi,726,False,scraped/korsuretket.fi.txt,
kortcap.fi,en,85,True,scraped/kortcap.fi.txt,english_only/kortcap.fi.txt
kortelainen.fi,fi,2128,False,scraped/kortelainen.fi.txt,
kortemaaoy.fi,blocked,51,False,scraped/kortemaaoy.fi.txt,
korteniemi.fi,fi,2918,False,scraped/korteniemi.fi.txt,
kortevat.fi,blocked,51,False,scraped/kortevat.fi.txt,
kortteeri.com,en,223,True,scraped/kortteeri.com.txt,english_only/kortteeri.com.txt
korttelikampaamo.fi,fi,1058,False,scraped/korttelikampaamo.fi.txt,
korttelilataus.fi,fi,247,False,scraped/korttelilataus.fi.txt,
korttelitalonmies.fi,blocked,51,False,scraped/korttelitalonmies.fi.txt,
korttientarinat.fi,blocked,51,False,scraped/korttientarinat.fi.txt,
korttilinna.fi,fi,12631,False,scraped/korttilinna.fi.txt,
korttiriihi.fi,short,24,False,scraped/korttiriihi.fi.txt,
korttituote.com,fi,837,False,scraped/korttituote.com.txt,
korukeisari.fi,fi,41,False,scraped/korukeisari.fi.txt,
korulinnea.fi,fi,412,False,scraped/korulinnea.fi.txt,
korunetti.fi,fi,674,False,scraped/korunetti.fi.txt,
korupajamariansydan.fi,fi,3068,False,scraped/korupajamariansydan.fi.txt,
korupankki.fi,fi,240,False,scraped/korupankki.fi.txt,
korus.fi,fi,412,False,scraped/korus.fi.txt,
korutarvike.com,fi,73,False,scraped/korutarvike.com.txt,
korutuote.com,short,17,False,scraped/korutuote.com.txt,
koruvuokraamo.fi,fi,178,False,scraped/koruvuokraamo.fi.txt,
korv.fi,fi,94,False,scraped/korv.fi.txt,
korvalankomea.com,en,830,True,scraped/korvalankomea.com.txt,english_only/korvalankomea.com.txt
korvausilma.fi,fi,54,False,scraped/korvausilma.fi.txt,
korvgorans.fi,en,2195,True,scraped/korvgorans.fi.txt,english_only/korvgorans.fi.txt
kosbio.fi,fi,79,False,scraped/kosbio.fi.txt,
kosco.fi,en,47,True,scraped/kosco.fi.txt,english_only/kosco.fi.txt
kosek.fi,fi,3368,False,scraped/kosek.fi.txt,
koska.se,blocked,51,False,scraped/koska.se.txt,
koskelanhammas.fi,fi,808,False,scraped/koskelanhammas.fi.txt,
koskelantalot.fi,et,25,False,scraped/koskelantalot.fi.txt,
koskelasafety.fi,fi,2788,False,scraped/koskelasafety.fi.txt,
koskenbetonielementti.fi,blocked,51,False,scraped/koskenbetonielementti.fi.txt,
koskenkartano.fi,fi,707,False,scraped/koskenkartano.fi.txt,
koskenkuohu.fi,blocked,51,False,scraped/koskenkuohu.fi.txt,
koskenleipomo.fi,fi,669,False,scraped/koskenleipomo.fi.txt,
koskibaari.fi,fi,2047,False,scraped/koskibaari.fi.txt,
koskidesign.fi,fi,1499,False,scraped/koskidesign.fi.txt,
koskihammas.fi,fi,1489,False,scraped/koskihammas.fi.txt,
koskihoiva.fi,blocked,51,False,scraped/koskihoiva.fi.txt,
koskikaara.fi,fi,3098,False,scraped/koskikaara.fi.txt,
koskila.net,en,6221,True,scraped/koskila.net.txt,english_only/koskila.net.txt
koskilinjat.fi,fi,1240,False,scraped/koskilinjat.fi.txt,
koskinen-yhtiot.fi,fi,597,False,scraped/koskinen-yhtiot.fi.txt,
koskinen.co,en,1609,True,scraped/koskinen.co.txt,english_only/koskinen.co.txt
koskinenentertainment.fi,fi,88,False,scraped/koskinenentertainment.fi.txt,
koskinenmediahouse.com,en,1876,True,scraped/koskinenmediahouse.com.txt,english_only/koskinenmediahouse.com.txt
koskinimport.com,en,3526,True,scraped/koskinimport.com.txt,english_only/koskinimport.com.txt
koskipadel.fi,blocked,51,False,scraped/koskipadel.fi.txt,
koskipirtti.com,fi,691,False,scraped/koskipirtti.com.txt,
koskisenpeltikate.fi,fi,1189,False,scraped/koskisenpeltikate.fi.txt,
koskisenyrityspalvelu.fi,fi,2605,False,scraped/koskisenyrityspalvelu.fi.txt,
koskivirtaa.fi,blocked,51,False,scraped/koskivirtaa.fi.txt,
koskiweld.fi,fi,1180,False,scraped/koskiweld.fi.txt,
koskoja.fi,blocked,51,False,scraped/koskoja.fi.txt,
kosmetiikka32.fi,en,40,True,scraped/kosmetiikka32.fi.txt,english_only/kosmetiikka32.fi.txt
kosmetiikkapiste.fi,fi,1132,False,scraped/kosmetiikkapiste.fi.txt,
kosmetolog-jakobstad.fi,sv,449,False,scraped/kosmetolog-jakobstad.fi.txt,
kosmetologilea.fi,fi,189,False,scraped/kosmetologilea.fi.txt,
kosmetologipirita.fi,fi,1405,False,scraped/kosmetologipirita.fi.txt,
kosmosbeauty.com,en,236,True,scraped/kosmosbeauty.com.txt,english_only/kosmosbeauty.com.txt
kosmosgroup.fi,fi,1195,False,scraped/kosmosgroup.fi.txt,
kospe.fi,fi,985,False,scraped/kospe.fi.txt,
kospirt.fi,fi,412,False,scraped/kospirt.fi.txt,
kosplan.fi,fi,1020,False,scraped/kosplan.fi.txt,
kospro.fi,fi,847,False,scraped/kospro.fi.txt,
kossling.fi,blocked,51,False,scraped/kossling.fi.txt,
kostet.fi,en,50,True,scraped/kostet.fi.txt,english_only/kostet.fi.txt
kosteuskalibrointi.fi,fi,440,False,scraped/kosteuskalibrointi.fi.txt,
kosteusmittari.fi,fi,451,False,scraped/kosteusmittari.fi.txt,
kosto.fi,fi,553,False,scraped/kosto.fi.txt,
kota-husky.fi,blocked,51,False,scraped/kota-husky.fi.txt,
kotacollective.com,fi,1567,False,scraped/kotacollective.com.txt,
kotakettu.fi,fi,41,False,scraped/kotakettu.fi.txt,
kotakonsultti.fi,fi,1334,False,scraped/kotakonsultti.fi.txt,
kotamatti.fi,fi,2164,False,scraped/kotamatti.fi.txt,
kotar.fi,fi,3193,False,scraped/kotar.fi.txt,
kotara.fi,fi,3478,False,scraped/kotara.fi.txt,
kotatuli.fi,fi,1754,False,scraped/kotatuli.fi.txt,
kotekman.fi,fi,24434,False,scraped/kotekman.fi.txt,
kotekservice.com,fi,2013,False,scraped/kotekservice.com.txt,
koti-duo.fi,fi,951,False,scraped/koti-duo.fi.txt,
koti-ilo.fi,fi,604,False,scraped/koti-ilo.fi.txt,
koti-medi.fi,fi,3709,False,scraped/koti-medi.fi.txt,
koti360.fi,fi,2291,False,scraped/koti360.fi.txt,
kotiapalvelut.fi,fi,603,False,scraped/kotiapalvelut.fi.txt,
kotiapualma.fi,fi,680,False,scraped/kotiapualma.fi.txt,
kotiapuhemmabast.fi,fi,1306,False,scraped/kotiapuhemmabast.fi.txt,
kotiapuri.fi,fi,3426,False,scraped/kotiapuri.fi.txt,
kotiapusi.fi,fi,3715,False,scraped/kotiapusi.fi.txt,
kotiapusolina.fi,en,33,True,scraped/kotiapusolina.fi.txt,english_only/kotiapusolina.fi.txt
kotiapuvarma.fi,fi,605,False,scraped/kotiapuvarma.fi.txt,
kotiasuomi.fi,fi,786,False,scraped/kotiasuomi.fi.txt,
kotiaurinkoinen.fi,fi,781,False,scraped/kotiaurinkoinen.fi.txt,
kotiavustajat.fi,fi,2446,False,scraped/kotiavustajat.fi.txt,
kotico.fi,fi,273,False,scraped/kotico.fi.txt,
kotidata.fi,fi,1237,False,scraped/kotidata.fi.txt,
kotieasy.fi,blocked,51,False,scraped/kotieasy.fi.txt,
kotifiltterit.fi,fi,1474,False,scraped/kotifiltterit.fi.txt,
kotigalleria.fi,en,33,True,scraped/kotigalleria.fi.txt,english_only/kotigalleria.fi.txt
kotihalytin.fi,fi,2317,False,scraped/kotihalytin.fi.txt,
kotihammas.fi,fi,6469,False,scraped/kotihammas.fi.txt,
kotihandi.com,fi,14414,False,scraped/kotihandi.com.txt,
kotihelp.fi,fi,803,False,scraped/kotihelp.fi.txt,
kotihetki.fi,blocked,51,False,scraped/kotihetki.fi.txt,
kotihissi.fi,fi,2224,False,scraped/kotihissi.fi.txt,
kotihoitajat.com,fi,1713,False,scraped/kotihoitajat.com.txt,
kotihoitoampt.fi,blocked,51,False,scraped/kotihoitoampt.fi.txt,
kotihoitolinnea.fi,fi,2405,False,scraped/kotihoitolinnea.fi.txt,
kotihoitomummonmokki.fi,blocked,51,False,scraped/kotihoitomummonmokki.fi.txt,
kotihoitosata.fi,blocked,51,False,scraped/kotihoitosata.fi.txt,
kotihoitoselina.fi,fi,1492,False,scraped/kotihoitoselina.fi.txt,
kotihoitotiuku.fi,fi,311,False,scraped/kotihoitotiuku.fi.txt,
kotihoitoulpukka.fi,blocked,51,False,scraped/kotihoitoulpukka.fi.txt,
kotihoivahilla.fi,fi,1230,False,scraped/kotihoivahilla.fi.txt,
kotihuoltokarhulahti.fi,blocked,51,False,scraped/kotihuoltokarhulahti.fi.txt,
kotihuomiselle.fi,fi,596,False,scraped/kotihuomiselle.fi.txt,
kotiilma.fi,fi,2715,False,scraped/kotiilma.fi.txt,
kotiinlkv.fi,fi,767,False,scraped/kotiinlkv.fi.txt,
kotiinpalvelut.fi,short,23,False,scraped/kotiinpalvelut.fi.txt,
kotiisi.com,en,3337,True,scraped/kotiisi.com.txt,english_only/kotiisi.com.txt
kotiisi.net,fi,1181,False,scraped/kotiisi.net.txt,
kotijakiinteistopalvelut.fi,fi,2376,False,scraped/kotijakiinteistopalvelut.fi.txt,
kotijakontu.fi,blocked,51,False,scraped/kotijakontu.fi.txt,
kotijanuohous.fi,fi,2387,False,scraped/kotijanuohous.fi.txt,
kotijoukkue.fi,fi,290,False,scraped/kotijoukkue.fi.txt,
kotikaksi.fi,fi,118,False,scraped/kotikaksi.fi.txt,
kotikalustamo.fi,fi,986,False,scraped/kotikalustamo.fi.txt,
kotikarjala.fi,fi,33549,False,scraped/kotikarjala.fi.txt,
kotikartio.fi,fi,102,False,scraped/kotikartio.fi.txt,
kotikartoitus.fi,blocked,51,False,scraped/kotikartoitus.fi.txt,
kotikatu.fi,fi,580,False,scraped/kotikatu.fi.txt,
kotikatulkv.fi,blocked,51,False,scraped/kotikatulkv.fi.txt,
kotikiinteist_t.fi,fi,1518,False,scraped/kotikiinteist_t.fi.txt,
kotikokemus.fi,fi,265,False,scraped/kotikokemus.fi.txt,
kotikonsultit.fi,blocked,51,False,scraped/kotikonsultit.fi.txt,
kotikonttori.fi,fi,1744,False,scraped/kotikonttori.fi.txt,
kotikumpu.com,fi,372,False,scraped/kotikumpu.com.txt,
kotikunto.fi,fi,2708,False,scraped/kotikunto.fi.txt,
kotikuva.fi,blocked,51,False,scraped/kotikuva.fi.txt,
kotikylan.com,fi,99,False,scraped/kotikylan.com.txt,
kotilas.fi,fi,577,False,scraped/kotilas.fi.txt,
kotileipomo.fi,fi,767,False,scraped/kotileipomo.fi.txt,
kotileipomosorsa.fi,fi,953,False,scraped/kotileipomosorsa.fi.txt,
kotileipurinherkkupaja.fi,fi,1127,False,scraped/kotileipurinherkkupaja.fi.txt,
kotilinna.com,fi,1715,False,scraped/kotilinna.com.txt,
kotilinna.fi,fi,946,False,scraped/kotilinna.fi.txt,
kotilkv.fi,blocked,51,False,scraped/kotilkv.fi.txt,
kotilo.fi,fi,897,False,scraped/kotilo.fi.txt,
kotiloimu.fi,fi,151,False,scraped/kotiloimu.fi.txt,
kotimaailma.com,fi,6929,False,scraped/kotimaailma.com.txt,
kotimaalaus.com,fi,2079,False,scraped/kotimaalaus.com.txt,
kotimaan.fi,fi,1783,False,scraped/kotimaan.fi.txt,
kotimaanenergia.fi,fi,3050,False,scraped/kotimaanenergia.fi.txt,
kotimaassa.fi,fi,295,False,scraped/kotimaassa.fi.txt,
kotimaatila-apu.fi,fi,118,False,scraped/kotimaatila-apu.fi.txt,
kotimai.fi,fi,2089,False,scraped/kotimai.fi.txt,
kotimaisetenergiat.fi,fi,3587,False,scraped/kotimaisetenergiat.fi.txt,
kotimaisetyrtit.fi,fi,1342,False,scraped/kotimaisetyrtit.fi.txt,
kotimake.com,en,114,True,scraped/kotimake.com.txt,english_only/kotimake.com.txt
kotime.fi,fi,2639,False,scraped/kotime.fi.txt,
kotimestarit.fi,fi,125,False,scraped/kotimestarit.fi.txt,
kotinaytteenotto.fi,blocked,51,False,scraped/kotinaytteenotto.fi.txt,
kotine.fi,fi,4144,False,scraped/kotine.fi.txt,
kotinimun.fi,blocked,51,False,scraped/kotinimun.fi.txt,
kotinne.fi,fi,851,False,scraped/kotinne.fi.txt,
kotinopeasti.fi,fi,88,False,scraped/kotinopeasti.fi.txt,
kotiolo.fi,blocked,51,False,scraped/kotiolo.fi.txt,
kotionni.fi,en,50,True,scraped/kotionni.fi.txt,english_only/kotionni.fi.txt
kotioptikot.fi,fi,1999,False,scraped/kotioptikot.fi.txt,
kotipaivystys.fi,fi,2951,False,scraped/kotipaivystys.fi.txt,
kotipaja.com,blocked,51,False,scraped/kotipaja.com.txt,
kotipalveluaarresaari.fi,fi,384,False,scraped/kotipalveluaarresaari.fi.txt,
kotipalveluaura.fi,blocked,51,False,scraped/kotipalveluaura.fi.txt,
kotipalveluautan.fi,blocked,51,False,scraped/kotipalveluautan.fi.txt,
kotipalveluella.fi,fi,11998,False,scraped/kotipalveluella.fi.txt,
kotipalvelujenny.fi,fi,1031,False,scraped/kotipalvelujenny.fi.txt,
kotipalvelulampo.fi,blocked,51,False,scraped/kotipalvelulampo.fi.txt,
kotipalvelulaventuuli.fi,en,185,True,scraped/kotipalvelulaventuuli.fi.txt,english_only/kotipalvelulaventuuli.fi.txt
kotipalvelupaivikki.fi,fi,88,False,scraped/kotipalvelupaivikki.fi.txt,
kotipalvelupajunkissa.fi,blocked,51,False,scraped/kotipalvelupajunkissa.fi.txt,
kotipalvelutehokaksikko.fi,blocked,51,False,scraped/kotipalvelutehokaksikko.fi.txt,
kotipari.fi,fi,326,False,scraped/kotipari.fi.txt,
kotipassikuva.com,en,201,True,scraped/kotipassikuva.com.txt,english_only/kotipassikuva.com.txt
kotiperhonen.fi,blocked,51,False,scraped/kotiperhonen.fi.txt,
kotipihaan.fi,fi,1134,False,scraped/kotipihaan.fi.txt,
kotipihagolf.fi,fi,3347,False,scraped/kotipihagolf.fi.txt,
kotipirtti.fi,fi,2365,False,scraped/kotipirtti.fi.txt,
kotipizza.fi,fi,9116,False,scraped/kotipizza.fi.txt,
kotipuh.fi,fi,1636,False,scraped/kotipuh.fi.txt,
kotipuhtaaksi.fi,fi,358,False,scraped/kotipuhtaaksi.fi.txt,
kotipuulkv.fi,fi,375,False,scraped/kotipuulkv.fi.txt,
kotirakenne.fi,short,14,False,scraped/kotirakenne.fi.txt,
kotirakentajat.fi,fi,57715,False,scraped/kotirakentajat.fi.txt,
kotirannanpk.com,fi,1214,False,scraped/kotirannanpk.com.txt,
kotirantaco.fi,fi,546,False,scraped/kotirantaco.fi.txt,
kotirantaforest.fi,fi,611,False,scraped/kotirantaforest.fi.txt,
kotiremontit.com,blocked,51,False,scraped/kotiremontit.com.txt,
kotirinki.fi,fi,11718,False,scraped/kotirinki.fi.txt,
kotirouva.com,fi,1614,False,scraped/kotirouva.com.txt,
kotiruhtinas.com,blocked,51,False,scraped/kotiruhtinas.com.txt,
kotisaari.fi,en,248,True,scraped/kotisaari.fi.txt,english_only/kotisaari.fi.txt
kotisahko.com,fi,430,False,scraped/kotisahko.com.txt,
kotisaihke.fi,fi,469,False,scraped/kotisaihke.fi.txt,
kotisairaanhoitopendo.fi,fi,2850,False,scraped/kotisairaanhoitopendo.fi.txt,
kotisairaanhoitovaisanen.fi,blocked,51,False,scraped/kotisairaanhoitovaisanen.fi.txt,
kotisatamanvenepesu.fi,fi,2261,False,scraped/kotisatamanvenepesu.fi.txt,
kotisavu.fi,blocked,51,False,scraped/kotisavu.fi.txt,
kotisenior.fi,blocked,51,False,scraped/kotisenior.fi.txt,
kotiset.fi,blocked,51,False,scraped/kotiset.fi.txt,
kotisienergia.fi,blocked,51,False,scraped/kotisienergia.fi.txt,
kotisihuolto.fi,fi,281,False,scraped/kotisihuolto.fi.txt,
kotisiivooja.com,fi,207,False,scraped/kotisiivooja.com.txt,
kotisikuvaus.fi,fi,1692,False,scraped/kotisikuvaus.fi.txt,
kotisitekija.fi,en,33,True,scraped/kotisitekija.fi.txt,english_only/kotisitekija.fi.txt
kotisivubotti.fi,fi,311,False,scraped/kotisivubotti.fi.txt,
kotisivuboxi.fi,fi,740,False,scraped/kotisivuboxi.fi.txt,
kotisivukone.com,et,563,False,scraped/kotisivukone.com.txt,
kotisivukulma.fi,fi,1687,False,scraped/kotisivukulma.fi.txt,
kotisivusi.fi,fi,3185,False,scraped/kotisivusi.fi.txt,
kotisivutaivas.fi,blocked,51,False,scraped/kotisivutaivas.fi.txt,
kotisivutviikossa.com,fi,6653,False,scraped/kotisivutviikossa.com.txt,
kotisivuvisio.fi,fi,1727,False,scraped/kotisivuvisio.fi.txt,
kotisointu.fi,fi,1812,False,scraped/kotisointu.fi.txt,
kotisol.fi,fi,658,False,scraped/kotisol.fi.txt,
kotisome.fi,fi,3932,False,scraped/kotisome.fi.txt,
kotitaiturit.fi,fi,3638,False,scraped/kotitaiturit.fi.txt,
kotitalkkaripalvelu.fi,blocked,51,False,scraped/kotitalkkaripalvelu.fi.txt,
kotitalkkarit.fi,fi,2279,False,scraped/kotitalkkarit.fi.txt,
kotitalonisannointi.fi,short,23,False,scraped/kotitalonisannointi.fi.txt,
kotitalonpalvelut.fi,blocked,51,False,scraped/kotitalonpalvelut.fi.txt,
kotitar.fi,fi,979,False,scraped/kotitar.fi.txt,
kotitehdas.com,blocked,51,False,scraped/kotitehdas.com.txt,
kotitehdas.fi,fi,730,False,scraped/kotitehdas.fi.txt,
kotiterkkari.fi,fi,5876,False,scraped/kotiterkkari.fi.txt,
kotitila.fi,fi,3101,False,scraped/kotitila.fi.txt,
kotitune.fi,en,125,True,scraped/kotitune.fi.txt,english_only/kotitune.fi.txt
kotitv.fi,vi,52,False,scraped/kotitv.fi.txt,
kotivaihtoon.com,fi,2523,False,scraped/kotivaihtoon.com.txt,
kotivaki.fi,fi,1414,False,scraped/kotivaki.fi.txt,
kotivalkonen.fi,fi,911,False,scraped/kotivalkonen.fi.txt,
kotivalmis.fi,blocked,51,False,scraped/kotivalmis.fi.txt,
kotivarasto.fi,fi,658,False,scraped/kotivarasto.fi.txt,
kotivarmuus.fi,fi,10488,False,scraped/kotivarmuus.fi.txt,
kotivo.fi,fi,8162,False,scraped/kotivo.fi.txt,
kotiwatti.fi,short,17,False,scraped/kotiwatti.fi.txt,
kotix.fi,fi,3413,False,scraped/kotix.fi.txt,
kotka-hostel.com,fi,1552,False,scraped/kotka-hostel.com.txt,
kotkabowling.fi,fi,40754,False,scraped/kotkabowling.fi.txt,
kotkaclothing.com,fi,230,False,scraped/kotkaclothing.com.txt,
kotkaco.fi,fi,3968,False,scraped/kotkaco.fi.txt,
kotkanasunnot.fi,en,33,True,scraped/kotkanasunnot.fi.txt,english_only/kotkanasunnot.fi.txt
kotkanautolasi.fi,fi,1314,False,scraped/kotkanautolasi.fi.txt,
kotkanelaintuhkaus.fi,fi,45,False,scraped/kotkanelaintuhkaus.fi.txt,
kotkanenergia.fi,fi,1078,False,scraped/kotkanenergia.fi.txt,
kotkanhautausjakukka.fi,fi,4073,False,scraped/kotkanhautausjakukka.fi.txt,
kotkanisp.fi,fi,2412,False,scraped/kotkanisp.fi.txt,
kotkanjulkisetkiinteistot.fi,en,33,True,scraped/kotkanjulkisetkiinteistot.fi.txt,english_only/kotkanjulkisetkiinteistot.fi.txt
kotkankiinteistopalvelu.com,fi,1567,False,scraped/kotkankiinteistopalvelu.com.txt,
kotkankylmatekniikka.fi,fi,219,False,scraped/kotkankylmatekniikka.fi.txt,
kotkanleffat.fi,en,193,True,scraped/kotkanleffat.fi.txt,english_only/kotkanleffat.fi.txt
kotkanravintolat.fi,fi,370,False,scraped/kotkanravintolat.fi.txt,
kotkantennishalli.fi,fi,1889,False,scraped/kotkantennishalli.fi.txt,
kotkantilitoimisto.fi,uk,1297,False,scraped/kotkantilitoimisto.fi.txt,
kotkantoimistotarvike.fi,fi,965,False,scraped/kotkantoimistotarvike.fi.txt,
kotkantyoterveys.fi,blocked,51,False,scraped/kotkantyoterveys.fi.txt,
kotkanvepas.fi,en,50,True,scraped/kotkanvepas.fi.txt,english_only/kotkanvepas.fi.txt
kotkatec.fi,fi,1740,False,scraped/kotkatec.fi.txt,
kotkayachtstore.com,fi,3636,False,scraped/kotkayachtstore.com.txt,
koto.fi,fi,3106,False,scraped/koto.fi.txt,
kotoakangaskauppa.fi,short,19,False,scraped/kotoakangaskauppa.fi.txt,
kotobento.fi,en,49,True,scraped/kotobento.fi.txt,english_only/kotobento.fi.txt
kotoclub.fi,fi,3464,False,scraped/kotoclub.fi.txt,
kotocoop.org,fi,592,False,scraped/kotocoop.org.txt,
kotoisa.fi,blocked,51,False,scraped/kotoisa.fi.txt,
kotoisaarki.fi,blocked,51,False,scraped/kotoisaarki.fi.txt,
kotoisatuotteet.fi,fi,918,False,scraped/kotoisatuotteet.fi.txt,
kotokaari.fi,blocked,51,False,scraped/kotokaari.fi.txt,
kotokirpputori.fi,fi,330,False,scraped/kotokirpputori.fi.txt,
kotokunta.fi,fi,3926,False,scraped/kotokunta.fi.txt,
kotolavineyard.com,fi,88,False,scraped/kotolavineyard.com.txt,
kotonaasuen.fi,fi,3390,False,scraped/kotonaasuen.fi.txt,
kotopalvelut.fi,fi,6121,False,scraped/kotopalvelut.fi.txt,
kotopas.fi,fi,636,False,scraped/kotopas.fi.txt,
kotosalle.fi,fi,1152,False,scraped/kotosalle.fi.txt,
kotosan.fi,short,22,False,scraped/kotosan.fi.txt,
kotostudio.fi,en,126,True,scraped/kotostudio.fi.txt,english_only/kotostudio.fi.txt
kototuote.fi,fi,1519,False,scraped/kototuote.fi.txt,
kotova.fi,fi,269,False,scraped/kotova.fi.txt,
kotowood.fi,fi,1941,False,scraped/kotowood.fi.txt,
kotrosteel.fi,fi,2789,False,scraped/kotrosteel.fi.txt,
kotteria.com,fi,7023,False,scraped/kotteria.com.txt,
kotto.fi,fi,1789,False,scraped/kotto.fi.txt,
koud.fi,fi,4421,False,scraped/koud.fi.txt,
kouhia.fi,fi,435,False,scraped/kouhia.fi.txt,
koukjarvenhoylaamo.fi,fi,3014,False,scraped/koukjarvenhoylaamo.fi.txt,
koukkukuljetus.fi,fi,142,False,scraped/koukkukuljetus.fi.txt,
koukkula.com,fi,289,False,scraped/koukkula.com.txt,
koukutkiinni.fi,fi,819,False,scraped/koukutkiinni.fi.txt,
kouluelektroniikka.fi,fi,7319,False,scraped/kouluelektroniikka.fi.txt,
koulukadunhammaslaakarit.fi,fi,7678,False,scraped/koulukadunhammaslaakarit.fi.txt,
koulukangastukku.fi,blocked,51,False,scraped/koulukangastukku.fi.txt,
koulukauppa.com,fi,2807,False,scraped/koulukauppa.com.txt,
koulukuvaus.fi,fi,1625,False,scraped/koulukuvaus.fi.txt,
koulunhyvinvointiprofiili.fi,fi,1703,False,scraped/koulunhyvinvointiprofiili.fi.txt,
koulutila.fi,fi,1622,False,scraped/koulutila.fi.txt,
kouluturvaa.fi,fi,212,False,scraped/kouluturvaa.fi.txt,
koulutusavain.fi,fi,4450,False,scraped/koulutusavain.fi.txt,
koulutuscenter.com,fi,5080,False,scraped/koulutuscenter.com.txt,
koulutusjavirkistys.fi,fi,275,False,scraped/koulutusjavirkistys.fi.txt,
koulutuskollektiivi.fi,fi,300,False,scraped/koulutuskollektiivi.fi.txt,
koulutuspalvelusaarenpaa.fi,fi,778,False,scraped/koulutuspalvelusaarenpaa.fi.txt,
koulutuspeltomaki.com,fi,234,False,scraped/koulutuspeltomaki.com.txt,
koulutusratkaisut.fi,blocked,51,False,scraped/koulutusratkaisut.fi.txt,
koulutusrengas.fi,fi,343,False,scraped/koulutusrengas.fi.txt,
koulutussalmela.com,fi,448,False,scraped/koulutussalmela.com.txt,
koulutustukku.fi,fi,205,False,scraped/koulutustukku.fi.txt,
koura-autot.fi,fi,1238,False,scraped/koura-autot.fi.txt,
kourakuljetus.fi,fi,1113,False,scraped/kourakuljetus.fi.txt,
kouralabs.com,en,423,True,scraped/kouralabs.com.txt,english_only/kouralabs.com.txt
kourukeskuspaappanen.fi,fi,1205,False,scraped/kourukeskuspaappanen.fi.txt,
kourukoski.fi,fi,703,False,scraped/kourukoski.fi.txt,
kourutek.fi,fi,1139,False,scraped/kourutek.fi.txt,
kourutuote.fi,blocked,51,False,scraped/kourutuote.fi.txt,
kouruykkonen.fi,blocked,51,False,scraped/kouruykkonen.fi.txt,
kouta.fi,fi,5251,False,scraped/kouta.fi.txt,
koutakoti.fi,fi,5287,False,scraped/koutakoti.fi.txt,
koutamedia.fi,fi,2775,False,scraped/koutamedia.fi.txt,
koutaphotos.com,fi,1648,False,scraped/koutaphotos.com.txt,
koutaprint.fi,fi,2740,False,scraped/koutaprint.fi.txt,
koutsaaja.fi,blocked,51,False,scraped/koutsaaja.fi.txt,
koutsicoach.com,fi,641,False,scraped/koutsicoach.com.txt,
koutsit.fi,fi,4274,False,scraped/koutsit.fi.txt,
kouvolainnovation.fi,fi,2769,False,scraped/kouvolainnovation.fi.txt,
kouvolanautokiilto.fi,fi,141,False,scraped/kouvolanautokiilto.fi.txt,
kouvolanautokorjaamo.fi,fi,171,False,scraped/kouvolanautokorjaamo.fi.txt,
kouvolanautolasi.fi,fi,1903,False,scraped/kouvolanautolasi.fi.txt,
kouvolanbrodeeraamo.fi,fi,508,False,scraped/kouvolanbrodeeraamo.fi.txt,
kouvolancenttila.fi,blocked,51,False,scraped/kouvolancenttila.fi.txt,
kouvolanhevosklinikka.fi,fi,1319,False,scraped/kouvolanhevosklinikka.fi.txt,
kouvolankiropraktiikka.fi,fi,1839,False,scraped/kouvolankiropraktiikka.fi.txt,
kouvolankukkakauppa.fi,fi,136,False,scraped/kouvolankukkakauppa.fi.txt,
kouvolanlaatutiimi.fi,fi,280,False,scraped/kouvolanlaatutiimi.fi.txt,
kouvolanlakritsi.fi,fi,126,False,scraped/kouvolanlakritsi.fi.txt,
kouvolanliukasrata.fi,fi,438,False,scraped/kouvolanliukasrata.fi.txt,
kouvolanrakennuspalvelu.com,fi,3211,False,scraped/kouvolanrakennuspalvelu.com.txt,
