domain,lang,chars,english,source_path,english_path
dxsoftagency.com,en,1726,True,scraped/dxsoftagency.com.txt,english_only/dxsoftagency.com.txt
dyadforce.com,fi,351,False,scraped/dyadforce.com.txt,
dyingharvest.com,short,15,False,scraped/dyingharvest.com.txt,
dylan.fi,fi,3053,False,scraped/dylan.fi.txt,
dymesolutions.com,fi,3399,False,scraped/dymesolutions.com.txt,
dymont.fi,fi,1062,False,scraped/dymont.fi.txt,
dynago.de,en,10813,True,scraped/dynago.de.txt,english_only/dynago.de.txt
dynami.fi,fi,746,False,scraped/dynami.fi.txt,
dynamicbody.fi,fi,4274,False,scraped/dynamicbody.fi.txt,
dynamicduo.fi,fi,922,False,scraped/dynamicduo.fi.txt,
dynamicmill.com,short,18,False,scraped/dynamicmill.com.txt,
dynamics-software.com,en,910,True,scraped/dynamics-software.com.txt,english_only/dynamics-software.com.txt
dynamint.fi,en,1952,True,scraped/dynamint.fi.txt,english_only/dynamint.fi.txt
dynamit.dev,fi,1612,False,scraped/dynamit.dev.txt,
dynamo-ohjelmapalvelut.fi,fi,2195,False,scraped/dynamo-ohjelmapalvelut.fi.txt,
dynamohouse.fi,sv,597,False,scraped/dynamohouse.fi.txt,
dynamoklubi.com,fi,15912,False,scraped/dynamoklubi.com.txt,
dynamonet.fi,sv,591,False,scraped/dynamonet.fi.txt,
dynamoratkaisut.fi,blocked,51,False,scraped/dynamoratkaisut.fi.txt,
dynamosali.com,fi,236,False,scraped/dynamosali.com.txt,
dynastia.fi,fi,1050,False,scraped/dynastia.fi.txt,
dynator.fi,fi,627,False,scraped/dynator.fi.txt,
dynava.fi,fi,3768,False,scraped/dynava.fi.txt,
dynave.fi,fi,1315,False,scraped/dynave.fi.txt,
dynavio.com,fi,219,False,scraped/dynavio.com.txt,
dynawatt.fi,fi,2367,False,scraped/dynawatt.fi.txt,
dynsec.fi,fi,1422,False,scraped/dynsec.fi.txt,
dyntac.com,en,102,True,scraped/dyntac.com.txt,english_only/dyntac.com.txt
e-asema.fi,en,112,True,scraped/e-asema.fi.txt,english_only/e-asema.fi.txt
e-autoexpert.fi,fi,128,False,scraped/e-autoexpert.fi.txt,
e-autohuolto.fi,fi,2144,False,scraped/e-autohuolto.fi.txt,
e-brands.co,en,2039,True,scraped/e-brands.co.txt,english_only/e-brands.co.txt
e-c.fi,fi,7301,False,scraped/e-c.fi.txt,
e-engineering.fi,blocked,51,False,scraped/e-engineering.fi.txt,
e-gate.fi,blocked,51,False,scraped/e-gate.fi.txt,
e-hautaustaivaanranta.fi,blocked,51,False,scraped/e-hautaustaivaanranta.fi.txt,
e-heat.io,en,1057,True,scraped/e-heat.io.txt,english_only/e-heat.io.txt
e-huub.com,short,10,False,scraped/e-huub.com.txt,
e-it.fi,fi,9166,False,scraped/e-it.fi.txt,
e-kattohuolto.fi,fi,1261,False,scraped/e-kattohuolto.fi.txt,
e-kiinteistot.fi,fi,230,False,scraped/e-kiinteistot.fi.txt,
e-konsultit.fi,fi,3689,False,scraped/e-konsultit.fi.txt,
e-laskelmat.fi,fi,1285,False,scraped/e-laskelmat.fi.txt,
e-logpartner.com,blocked,51,False,scraped/e-logpartner.com.txt,
e-mielenterveyskeskus.fi,fi,1422,False,scraped/e-mielenterveyskeskus.fi.txt,
e-mittaus.fi,fi,616,False,scraped/e-mittaus.fi.txt,
e-oppi.fi,blocked,51,False,scraped/e-oppi.fi.txt,
e-painos.fi,blocked,51,False,scraped/e-painos.fi.txt,
e-progress.fi,fi,2436,False,scraped/e-progress.fi.txt,
e-rentti.fi,fi,221,False,scraped/e-rentti.fi.txt,
e-scoot.fi,fi,299,False,scraped/e-scoot.fi.txt,
e-smart.ai,en,1837,True,scraped/e-smart.ai.txt,english_only/e-smart.ai.txt
e-strand.com,fi,1497,False,scraped/e-strand.com.txt,
e-studio.fi,fi,400,False,scraped/e-studio.fi.txt,
e-toimisto.fi,fi,103,False,scraped/e-toimisto.fi.txt,
e-tukku.fi,et,45,False,scraped/e-tukku.fi.txt,
e-ville.com,fi,2180,False,scraped/e-ville.com.txt,
e-wheels.fi,blocked,51,False,scraped/e-wheels.fi.txt,
e1k.fi,fi,543,False,scraped/e1k.fi.txt,
e2.fi,fi,3704,False,scraped/e2.fi.txt,
e21.fi,fi,219,False,scraped/e21.fi.txt,
e2sahko.fi,fi,618,False,scraped/e2sahko.fi.txt,
e6palvelut.fi,fi,486,False,scraped/e6palvelut.fi.txt,
ea-group.fi,fi,1089,False,scraped/ea-group.fi.txt,
eab.fi,fi,1041,False,scraped/eab.fi.txt,
eabgroup.fi,fi,3859,False,scraped/eabgroup.fi.txt,
eaccount.fi,fi,1704,False,scraped/eaccount.fi.txt,
eaccounting.fi,fi,3025,False,scraped/eaccounting.fi.txt,
eacompany.fi,en,3315,True,scraped/eacompany.fi.txt,english_only/eacompany.fi.txt
eagents.net,fi,525,False,scraped/eagents.net.txt,
eagle.org,en,611,True,scraped/eagle.org.txt,english_only/eagle.org.txt
eaglecargo.fi,en,48,True,scraped/eaglecargo.fi.txt,english_only/eaglecargo.fi.txt
eaglefilters.fi,en,124,True,scraped/eaglefilters.fi.txt,english_only/eaglefilters.fi.txt
eaglefiltersgroup.com,en,594,True,scraped/eaglefiltersgroup.com.txt,english_only/eaglefiltersgroup.com.txt
eagleproducts.fi,en,268,True,scraped/eagleproducts.fi.txt,english_only/eagleproducts.fi.txt
eaglesafety.fi,fi,2157,False,scraped/eaglesafety.fi.txt,
eahlstrom.fi,fi,3362,False,scraped/eahlstrom.fi.txt,
eahma.fi,blocked,51,False,scraped/eahma.fi.txt,
eakodit.fi,blocked,51,False,scraped/eakodit.fi.txt,
eakurssi.net,en,51,True,scraped/eakurssi.net.txt,english_only/eakurssi.net.txt
eaky.fi,blocked,51,False,scraped/eaky.fi.txt,
ealuonnossa.fi,fi,6077,False,scraped/ealuonnossa.fi.txt,
eano.fi,en,2264,True,scraped/eano.fi.txt,english_only/eano.fi.txt
eap.fi,blocked,51,False,scraped/eap.fi.txt,
earakennuttajat.fi,fi,4809,False,scraped/earakennuttajat.fi.txt,
earestyling.fi,fi,1711,False,scraped/earestyling.fi.txt,
earfoonsuomi.fi,fi,1185,False,scraped/earfoonsuomi.fi.txt,
ears.asia,en,703,True,scraped/ears.asia.txt,english_only/ears.asia.txt
earthcape.com,blocked,51,False,scraped/earthcape.com.txt,
earthlingo.io,en,1012,True,scraped/earthlingo.io.txt,english_only/earthlingo.io.txt
earthschool.world,en,33,True,scraped/earthschool.world.txt,english_only/earthschool.world.txt
earthtech.fi,en,207,True,scraped/earthtech.fi.txt,english_only/earthtech.fi.txt
easat.com,blocked,51,False,scraped/easat.com.txt,
easer.fi,fi,188,False,scraped/easer.fi.txt,
easfinland.fi,fi,1217,False,scraped/easfinland.fi.txt,
